0,0
6.4685e-10,0.010109
1.2937e-09,0.020219
1.9405e-09,0.030328
8.409e-09,0.13142
1.4878e-08,0.23252
2.1346e-08,0.33361
8.6031e-08,1.3446
1.5072e-07,2.3555
2.154e-07,3.3664
8.6225e-07,13.476
1.5091e-06,23.585
2.156e-06,33.695
8.6244e-06,134.79
1.5093e-05,235.88
2.1561e-05,336.97
8.6246e-05,1347.8
0.00015093,2358.6
0.00021562,3369.3
0.00086247,13474
0.0015093,23576
0.0021562,33676
0.0060323,94149
0.0099084,1.5458e+05
0.013784,2.1497e+05
0.031319,4.8778e+05
0.048853,7.6e+05
0.066387,1.0317e+06
0.083922,1.3029e+06
0.16587,2.565e+06
0.24782,3.8186e+06
0.32977,5.0646e+06
0.41172,6.3035e+06
0.69342,1.0514e+07
0.97513,1.4653e+07
1.2568,1.8725e+07
1.5385,2.2735e+07
2.3074,3.3389e+07
3.0763,4.3638e+07
3.8452,5.3511e+07
4.614,6.3032e+07
6.4329,8.4249e+07
8.2518,1.038e+08
10.071,1.2187e+08
11.89,1.3859e+08
13.709,1.5407e+08
18.013,1.8627e+08
19.138,1.9378e+08
19.939,1.9891e+08
20.249,1.9984e+08
20.56,1.9993e+08
20.87,1.9974e+08
21.181,1.9958e+08
21.491,1.9949e+08
22.221,1.9929e+08
22.95,1.9912e+08
23.679,1.9895e+08
24.408,1.9878e+08
29.008,1.9783e+08
33.608,1.97e+08
38.208,1.9629e+08
39.201,1.9615e+08
39.898,1.9605e+08
40.449,1.949e+08
40.999,1.9324e+08
41.55,1.9146e+08
42.1,1.8968e+08
44.176,1.8344e+08
46,1.7832e+08
