0,0
4.9123e-06,4.4555
9.8246e-06,8.911
1.4737e-05,13.366
6.386e-05,57.921
0.00011298,102.47
0.00016211,147.03
0.00065334,592.51
0.0011446,1037.9
0.0016358,1483.3
0.0065481,5933.7
0.01146,10378
0.016373,14816
0.021285,19249
0.070408,63247
0.11953,1.0666e+05
0.16865,1.495e+05
0.21778,1.9179e+05
0.5683,4.7827e+05
0.91882,7.4084e+05
1.2693,9.8275e+05
1.6199,1.2066e+06
1.9704,1.4145e+06
2.6457,1.7758e+06
3.321,2.094e+06
3.9964,2.3764e+06
4.6717,2.6286e+06
5.347,2.8549e+06
6.5783,3.2111e+06
7.8095,3.5082e+06
9.0407,3.7579e+06
10.272,3.9687e+06
11.503,4.1469e+06
13.677,4.3964e+06
15.852,4.5808e+06
18.026,4.7151e+06
19.342,4.7771e+06
19.794,4.7954e+06
20.245,4.79e+06
20.697,4.7655e+06
21.149,4.7352e+06
21.601,4.7061e+06
22.165,4.6721e+06
22.729,4.6398e+06
23.293,4.608e+06
23.857,4.5765e+06
24.421,4.5455e+06
26.576,4.4322e+06
28.731,4.3267e+06
30.886,4.2286e+06
33.041,4.1374e+06
37.641,3.963e+06
39.625,3.896e+06
40.182,3.8615e+06
40.74,3.8194e+06
41.297,3.7757e+06
41.854,3.7327e+06
43.68,3.6024e+06
45.507,3.4818e+06
46,3.4502e+06
