 3412.6821, 6699.6886, 9865.6474,12915.0165,15852.0892,18681.0010,21405.7351,24030.1279,26557.8746,28992.5344,31337.5351,33596.1787,35771.6452,37866.9979,39885.1869,41829.0540,43701.3360,45504.6693,47241.5928,47208.2112,47176.0589,47145.0907,47115.2628,47086.5335,47058.8621,47032.2097,47006.5389,46981.8134,46957.9984,46935.0605,46912.9672,46891.6876,46871.1917,46851.4505,46832.4363,46814.1223,46796.4827,46779.4928,45909.9580,45072.4447,44265.7738,43488.8094,42740.4575,42019.6646,41325.4156,40656.7330
 4262.3094, 8367.6546,12321.8161,16130.3613,19798.6527,23331.8553,26734.9439,30012.7101,33169.7690,36210.5658,39139.3820,41960.3414,44677.4159,47294.4312,49815.0720,52242.8876,54581.2962,56833.5904,59002.9414,58961.2491,58921.0921,58882.4139,58845.1601,58809.2782,58774.7177,58741.4299,58709.3680,58678.4868,58648.7429,58620.0943,58592.5007,58565.9232,58540.3245,58515.6686,58491.9205,58469.0471,58447.0160,58425.7962,57339.7805,56293.7585,55286.2573,54315.8585,53381.1957,52480.9529,51613.8625,50778.7036
 6640.2501,13035.9658,19196.1523,25129.4834,30844.3131,36348.6880,41650.3584,46756.7891,51675.1699,56412.4260,60975.2276,65369.9991,69602.9283,73679.9754,77606.8808,81389.1737,85032.1795,88541.0278,91920.6589,91855.7063,91793.1458,91732.8891,91674.8514,91618.9510,91565.1092,91513.2502,91463.3010,91415.1912,91368.8531,91324.2214,91281.2334,91239.8284,91199.9482,91161.5366,91124.5396,91088.9051,91054.5828,91021.5245,89329.6211,87700.0238,86130.4382,84618.6543,83162.5435,81760.0555,80409.2157,79108.1220
28662.7381,56269.9400,82860.4768,108471.7884,133139.9357,156899.6519,179784.3909,201826.3747,223056.6386,243505.0750,263200.4758,282170.5721,300442.0741,318040.7084,334991.2539,351317.5773,367042.6662,382188.6617,396776.8896,396496.5211,396226.4775,395966.3786,395715.8581,395474.5632,395242.1544,395018.3042,394802.6975,394595.0308,394395.0117,394202.3585,394016.7999,393838.0747,393665.9313,393500.1273,393340.4291,393186.6120,393038.4594,392895.7627,385592.6364,378558.4556,371783.3161,365257.6785,358972.3545,352918.4943,347087.5741,341471.3839
102648.9226,201517.6878,296745.5040,388466.4529,476809.6788,561899.5700,643855.9341,722794.1665,798825.4133,872056.7273,942591.2190,1010528.2019,1075963.3321,1138988.7428,1199693.1748,1258162.1005,1314477.8448,1368719.7011,1420964.0423,1419959.9680,1418992.8698,1418061.3860,1417164.2051,1416300.0639,1415467.7456,1414666.0784,1413893.9334,1413150.2234,1412433.9014,1411743.9587,1411079.4239,1410439.3614,1409822.8698,1409229.0811,1408657.1594,1408106.2994,1407575.7253,1407064.6902,1380910.2439,1355718.9633,1331455.3788,1308085.3270,1285575.9026,1263895.4121,1243013.3291,1222900.2513
524694.5428,1030066.6423,1516827.8684,1985663.5867,2437233.9231,2872174.6942,3291098.3017,3694594.5948,4083231.7011,4457556.8261,4818097.0242,5165359.9400,5499834.5238,5821991.7199,6132285.1292,6431151.6486,6719012.0856,6996271.7511,7263321.0299,7258188.6592,7253245.2936,7248483.9728,7243897.9928,7239480.8964,7235226.4643,7231128.7064,7227181.8528,7223380.3463,7219718.8344,7216192.1616,7212795.3624,7209523.6540,7206372.4298,7203337.2528,7200413.8495,7197598.1036,7194886.0507,7192273.8720,7058584.2539,6929817.9005,6805793.5070,6686336.4458,6571278.5199,6460457.7265,6353718.0284,6250909.1350
1468346.0134,2882618.5989,4244809.0688,5556835.4034,6820544.9511,8037717.0297,9210065.4319,10339240.8379,11426833.1399,12474373.6807,13483337.4097,14455144.9595,15391164.6466,16292714.3978,17161063.6056,17997434.9159,18803005.9493,19578910.9594,20326242.4293,20311879.6040,20298045.7053,20284721.2548,20271887.4916,20259526.3456,20247620.4121,20236152.9275,20225107.7454,20214469.3141,20204222.6545,20194353.3392,20184847.4721,20175691.6688,20166873.0379,20158379.1625,20150198.0833,20142318.2812,20134728.6613,20127418.5374,19753291.1133,19392941.3357,19045861.8279,18711563.8979,18389576.8501,18079447.3233,17780738.6512,17493030.2486
2512495.8586,4932466.3435,7263318.8014,9508335.1000,11670676.2486,13753386.8488,15759399.3815,17691538.3361,19552524.1867,21344977.2233,23071421.2408,24734287.0926,26335916.1134,27878563.4155,29364401.0645,30795521.1372,32173938.6674,33501594.4833,34780357.9397,34755781.6214,34732110.3525,34709310.8036,34687350.8728,34666199.6401,34645827.3244,34626205.2413,34607305.7625,34589102.2775,34571569.1555,34554681.7096,34538416.1622,34522749.6111,34507659.9977,34493126.0756,34479127.3808,34465644.2032,34452657.5581,34440149.1602,33799977.4330,33183380.7210,32589490.8490,32017471.6130,31466517.6031,30935853.0698,30424730.8311,29932431.2209
2839589.9069,5574608.8485,8208907.7634,10746195.7754,13190045.4158,15543897.6536,17811066.7404,19994744.8767,22098006.7070,24123813.6487,26075018.0617,27954367.2647,29764507.4033,31507987.1762,33187261.4234,34804694.5825,36362564.0186,37863063.2301,39308304.9373,39280529.1042,39253776.1462,39228008.3948,39203189.5686,39179284.7225,39156260.1982,39134083.5769,39112723.6336,39092150.2932,39072334.5884,39053248.6183,39034865.5097,39017159.3788,39000105.2954,38983679.2470,38967858.1056,38952619.5949,38937942.2587,38923805.4313,38200291.7311,37503422.2044,36832215.6507,36185727.0033,35563045.9986,34963295.8945,34385632.2358,33829241.6652
3957470.1499,7769202.1870,11440563.0748,14976722.1325,18382658.3134,21663167.2156,24822867.8343,27866209.0648,30797475.9674,33620795.8002,36340143.8306,38959348.9327,41482098.9778,43911946.0277,46252311.3355,48506490.1630,50677656.4204,52768867.1353,54783066.7568,54744356.2268,54707071.2539,54671159.3404,54636569.9218,54603254.2960,54571165.5541,54540258.5148,54510489.6605,54481817.0765,54454200.3914,54427600.7205,54401980.6112,54377303.9901,54353536.1123,54330643.5122,54308593.9568,54287356.4002,54266900.9395,54247198.7732,53238854.6230,52267643.8353,51332198.9338,50431202.8012,49563386.8244,48727529.1082,47922452.7553,47147024.2086
