sizeFolder,iterFolder,trainSize,mcrTrain,fprTrain,fnrTrain,testSize,mcrTest,fprTest,fnrTest,runtime,t_t,x_t,c_t
60,11,120,0.15833333333333333,0.24050632911392406,0.0,1080,0.2212962962962963,0.306803594351733,0.0,0.030974617,1.0,10.0,0.5
60,10,120,0.26666666666666666,0.34782608695652173,0.0,1080,0.20925925925925926,0.2950391644908616,0.0,0.036324117,1.0,10.0,0.5
60,18,120,0.24166666666666667,0.3258426966292135,0.0,1080,0.21203703703703702,0.2977893368010403,0.0,0.033374525,1.0,10.0,0.5
60,8,120,0.20833333333333334,0.29411764705882354,0.0,1080,0.21574074074074073,0.3014230271668823,0.0,0.03418564,1.0,10.0,0.5
60,2,120,0.25,0.3333333333333333,0.0,1080,0.2111111111111111,0.296875,0.0,0.033036849,1.0,10.0,0.5
60,16,120,0.2916666666666667,0.3684210526315789,0.0,1080,0.2064814814814815,0.29226736566186107,0.0,0.034585405,1.0,10.0,0.5
60,5,120,0.18333333333333332,0.2682926829268293,0.0,1080,0.21851851851851853,0.30412371134020616,0.0,0.033853675,1.0,10.0,0.5
60,9,120,0.21666666666666667,0.3023255813953488,0.0,1080,0.21481481481481482,0.3005181347150259,0.0,0.033334271,1.0,10.0,0.5
60,3,120,0.19166666666666668,0.27710843373493976,0.0,1080,0.2175925925925926,0.3032258064516129,0.0,0.032293012,1.0,10.0,0.5
60,14,120,0.24166666666666667,0.3258426966292135,0.0,1080,0.21203703703703702,0.2977893368010403,0.0,0.03029665,1.0,10.0,0.5
60,4,120,0.18333333333333332,0.2682926829268293,0.0,1080,0.21851851851851853,0.30412371134020616,0.0,0.034004541,1.0,10.0,0.5
60,6,120,0.20833333333333334,0.29411764705882354,0.0,1080,0.21574074074074073,0.3014230271668823,0.0,0.03148192,1.0,10.0,0.5
60,7,120,0.16666666666666666,0.25,0.0,1080,0.22037037037037038,0.3059125964010283,0.0,0.034302593,1.0,10.0,0.5
60,12,120,0.23333333333333334,0.3181818181818182,0.0,1080,0.21296296296296297,0.2987012987012987,0.0,0.035941193,1.0,10.0,0.5
60,1,120,0.225,0.3103448275862069,0.0,1080,0.21388888888888888,0.29961089494163423,0.0,0.034876136,1.0,10.0,0.5
60,17,120,0.15833333333333333,0.24050632911392406,0.0,1080,0.2212962962962963,0.306803594351733,0.0,0.0334145,1.0,10.0,0.5
60,19,120,0.21666666666666667,0.3023255813953488,0.0,1080,0.21481481481481482,0.3005181347150259,0.0,0.032126922,1.0,10.0,0.5
60,13,120,0.175,0.25925925925925924,0.0,1080,0.21944444444444444,0.305019305019305,0.0,0.033355083,1.0,10.0,0.5
60,0,120,0.25,0.3333333333333333,0.0,1080,0.2111111111111111,0.296875,0.0,0.033081651,1.0,10.0,0.5
60,15,120,0.21666666666666667,0.3023255813953488,0.0,1080,0.21481481481481482,0.3005181347150259,0.0,0.041155707,1.0,10.0,0.5
150,11,300,0.20666666666666667,0.29245283018867924,0.0,900,0.21777777777777776,0.30340557275541796,0.0,0.195360344,1.0,10.0,0.5
150,10,300,0.25666666666666665,0.3392070484581498,0.0,900,0.2011111111111111,0.2868462757527734,0.0,0.184988969,1.0,10.0,0.5
150,18,300,0.21666666666666667,0.3023255813953488,0.0,900,0.21444444444444444,0.3001555209953344,0.0,0.161305043,1.0,10.0,0.5
150,8,300,0.22,0.3055555555555556,0.0,900,0.21333333333333335,0.29906542056074764,0.0,0.165601081,1.0,10.0,0.5
150,2,300,0.20666666666666667,0.29245283018867924,0.0,900,0.21777777777777776,0.30340557275541796,0.0,0.169716655,1.0,10.0,0.5
150,16,300,0.21666666666666667,0.3023255813953488,0.0,900,0.21444444444444444,0.3001555209953344,0.0,0.174558904,1.0,10.0,0.5
150,5,300,0.22333333333333333,0.3087557603686636,0.0,900,0.21222222222222223,0.29797191887675506,0.0,0.14791213,1.0,10.0,0.5
150,9,300,0.18666666666666668,0.27184466019417475,0.0,900,0.22444444444444445,0.3098159509202454,0.0,0.15720726,1.0,10.0,0.5
150,3,300,0.22666666666666666,0.3119266055045872,0.0,900,0.2111111111111111,0.296875,0.0,0.089883025,1.0,10.0,0.5
150,14,300,0.21666666666666667,0.3023255813953488,0.0,900,0.21444444444444444,0.3001555209953344,0.0,0.092307048,1.0,10.0,0.5
150,4,300,0.23,0.3150684931506849,0.0,900,0.21,0.29577464788732394,0.0,0.080269591,1.0,10.0,0.5
150,6,300,0.18666666666666668,0.27184466019417475,0.0,900,0.22444444444444445,0.3098159509202454,0.0,0.091719866,1.0,10.0,0.5
150,7,300,0.2,0.2857142857142857,0.0,900,0.22,0.3055555555555556,0.0,0.090939293,1.0,10.0,0.5
150,12,300,0.21,0.29577464788732394,0.0,900,0.21666666666666667,0.3023255813953488,0.0,0.091703067,1.0,10.0,0.5
150,1,300,0.22333333333333333,0.3087557603686636,0.0,900,0.21222222222222223,0.29797191887675506,0.0,0.080364039,1.0,10.0,0.5
150,17,300,0.21666666666666667,0.3023255813953488,0.0,900,0.21444444444444444,0.3001555209953344,0.0,0.089456666,1.0,10.0,0.5
150,19,300,0.19666666666666666,0.2822966507177033,0.0,900,0.22111111111111112,0.3066255778120185,0.0,0.091256346,1.0,10.0,0.5
150,13,300,0.21666666666666667,0.3023255813953488,0.0,900,0.21444444444444444,0.3001555209953344,0.0,0.085685221,1.0,10.0,0.5
150,0,300,0.18333333333333332,0.2682926829268293,0.0,900,0.22555555555555556,0.3108728943338438,0.0,0.067246068,1.0,10.0,0.5
150,15,300,0.23666666666666666,0.3212669683257919,0.0,900,0.20777777777777778,0.29356357927786497,0.0,0.084069271,1.0,10.0,0.5
300,11,600,0.21166666666666667,0.297423887587822,0.0,600,0.21833333333333332,0.3039443155452436,0.0,0.233223412,1.0,10.0,0.5
300,10,600,0.22166666666666668,0.3071593533487298,0.0,600,0.20833333333333334,0.29411764705882354,0.0,0.232060216,1.0,10.0,0.5
300,18,600,0.225,0.3103448275862069,0.0,600,0.205,0.2907801418439716,0.0,0.246555248,1.0,10.0,0.5
300,8,600,0.215,0.3006993006993007,0.0,600,0.215,0.3006993006993007,0.0,0.245487773,1.0,10.0,0.5
300,2,600,0.215,0.3006993006993007,0.0,600,0.215,0.3006993006993007,0.0,0.246444748,1.0,10.0,0.5
300,16,600,0.22333333333333333,0.3087557603686636,0.0,600,0.20666666666666667,0.29245283018867924,0.0,0.164694239,1.0,10.0,0.5
300,5,600,0.20666666666666667,0.29245283018867924,0.0,600,0.22333333333333333,0.3087557603686636,0.0,0.244887947,1.0,10.0,0.5
300,9,600,0.205,0.2907801418439716,0.0,600,0.225,0.3103448275862069,0.0,0.245639701,1.0,10.0,0.5
300,3,600,0.19833333333333333,0.2840095465393795,0.0,600,0.23166666666666666,0.31662870159453305,0.0,0.227866134,1.0,10.0,0.5
300,14,600,0.21,0.29577464788732394,0.0,600,0.22,0.3055555555555556,0.0,0.24379528,1.0,10.0,0.5
300,4,600,0.21666666666666667,0.3023255813953488,0.0,600,0.21333333333333335,0.29906542056074764,0.0,0.246959765,1.0,10.0,0.5
300,6,600,0.20166666666666666,0.28741092636579574,0.0,600,0.22833333333333333,0.3135011441647597,0.0,0.245465384,1.0,10.0,0.5
300,7,600,0.205,0.2907801418439716,0.0,600,0.225,0.3103448275862069,0.0,0.248238735,1.0,10.0,0.5
300,12,600,0.22,0.3055555555555556,0.0,600,0.21,0.29577464788732394,0.0,0.246226249,1.0,10.0,0.5
300,1,600,0.23,0.3150684931506849,0.0,600,0.2,0.2857142857142857,0.0,0.253215982,1.0,10.0,0.5
300,17,600,0.23166666666666666,0.31662870159453305,0.0,600,0.19833333333333333,0.2840095465393795,0.0,0.164741004,1.0,10.0,0.5
300,19,600,0.225,0.3103448275862069,0.0,600,0.205,0.2907801418439716,0.0,0.244247675,1.0,10.0,0.5
300,13,600,0.20666666666666667,0.29245283018867924,0.0,600,0.22333333333333333,0.3087557603686636,0.0,0.246345064,1.0,10.0,0.5
300,0,600,0.215,0.3006993006993007,0.0,600,0.215,0.3006993006993007,0.0,0.167973094,1.0,10.0,0.5
300,15,600,0.21666666666666667,0.3023255813953488,0.0,600,0.21333333333333335,0.29906542056074764,0.0,0.245765642,1.0,10.0,0.5
