sizeFolder,iterFolder,trainSize,mcrTrain,fprTrain,fnrTrain,testSize,mcrTest,fprTest,fnrTest,runtime,t_t,x_t,c_t
60,11,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.05185185185185185,0.03461538461538462,0.06785714285714285,0.456746146,0.1,1.0,0.1
60,10,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.03611111111111111,0.03525046382189239,0.036968576709796676,0.3476169,0.1,1.0,0.1
60,18,120,0.025,0.047619047619047616,0.0,1080,0.04814814814814815,0.032567049808429116,0.06272401433691756,0.389804577,0.1,1.0,0.1
60,8,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.037037037037037035,0.03531598513011153,0.03874538745387454,0.420051739,0.1,1.0,0.1
60,2,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.04259259259259259,0.03571428571428571,0.04927007299270073,0.634746477,0.1,1.0,0.1
60,16,120,0.03333333333333333,0.0625,0.0,1080,0.037037037037037035,0.031835205992509365,0.04212454212454213,0.791562041,0.1,1.0,0.1
60,5,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.04259259259259259,0.033962264150943396,0.05090909090909091,0.573937004,0.1,1.0,0.1
60,9,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.030555555555555555,0.03656307129798903,0.024390243902439025,0.689050519,0.1,1.0,0.1
60,3,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.03611111111111111,0.036968576709796676,0.03525046382189239,0.427308985,0.1,1.0,0.1
60,14,120,0.0,0.0,0.0,1080,0.04722222222222222,0.03780718336483932,0.056261343012704176,0.442644865,0.1,1.0,0.1
60,4,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.430847426,0.1,1.0,0.1
60,6,120,0.025,0.047619047619047616,0.0,1080,0.03981481481481482,0.032015065913371,0.04735883424408015,0.454466666,0.1,1.0,0.1
60,7,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.04259259259259259,0.03571428571428571,0.04927007299270073,0.431224714,0.1,1.0,0.1
60,12,120,0.0,0.0,0.0,1080,0.044444444444444446,0.03932584269662921,0.04945054945054945,0.431072785,0.1,1.0,0.1
60,1,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.02962962962962963,0.0347985347985348,0.024344569288389514,0.432232804,0.1,1.0,0.1
60,17,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.046296296296296294,0.03598484848484849,0.05615942028985507,0.428354122,0.1,1.0,0.1
60,19,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.04537037037037037,0.03766478342749529,0.052823315118397086,0.384485866,0.1,1.0,0.1
60,13,120,0.03333333333333333,0.0625,0.0,1080,0.03333333333333333,0.031598513011152414,0.03505535055350553,0.427107201,0.1,1.0,0.1
60,0,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.040740740740740744,0.035580524344569285,0.045787545787545784,0.437690678,0.1,1.0,0.1
60,15,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.02962962962962963,0.0347985347985348,0.024344569288389514,0.424136039,0.1,1.0,0.1
150,11,300,0.016666666666666666,0.03225806451612903,0.0,900,0.03777777777777778,0.03571428571428571,0.03982300884955752,0.950460325,0.1,1.0,0.1
150,10,300,0.02,0.038461538461538464,0.0,900,0.03777777777777778,0.033632286995515695,0.04185022026431718,1.13290941,0.1,1.0,0.1
150,18,300,0.013333333333333334,0.025974025974025976,0.0,900,0.04555555555555556,0.03837471783295711,0.0525164113785558,0.999880712,0.1,1.0,0.1
150,8,300,0.016666666666666666,0.03225806451612903,0.0,900,0.02666666666666667,0.034934497816593885,0.01809954751131222,1.118386362,0.1,1.0,0.1
