0,0
6.502e-05,0.78038
0.00013004,1.5608
0.00019506,2.3411
0.00084526,10.145
0.0014955,17.948
0.0021457,25.752
0.0086477,103.77
0.01515,181.77
0.021652,259.75
0.086672,1038.7
0.15169,1815.9
0.21671,2591.4
0.28173,3365.2
0.93193,11010
1.5821,18488
2.2323,25801
2.8825,32955
6.352,68553
9.8214,1.0018e+05
13.291,1.2828e+05
16.76,1.5325e+05
18.637,1.6558e+05
19.818,1.7294e+05
20.235,1.7422e+05
20.652,1.7446e+05
21.07,1.7436e+05
21.487,1.7429e+05
21.904,1.743e+05
22.794,1.7435e+05
23.683,1.7441e+05
24.572,1.7447e+05
25.462,1.7452e+05
30.062,1.7477e+05
34.662,1.7497e+05
39.262,1.7515e+05
39.758,1.7516e+05
40.254,1.7429e+05
40.751,1.73e+05
41.247,1.7159e+05
42.095,1.6924e+05
42.943,1.6695e+05
43.791,1.6472e+05
46,1.5918e+05
