0,0
4.628e-11,0.00087374
9.256e-11,0.0017475
1.3884e-10,0.0026212
6.0164e-10,0.011359
1.0644e-09,0.020096
1.5272e-09,0.028833
6.1552e-09,0.11621
1.0783e-08,0.20358
1.5411e-08,0.29095
6.1691e-08,1.1647
1.0797e-07,2.0383
1.5425e-07,2.912
6.1705e-07,11.648
1.0798e-06,20.383
1.5426e-06,29.117
6.1706e-06,116.43
1.0799e-05,203.71
1.5427e-05,290.98
5.9703e-05,1125
0.00010398,1957.8
0.00014825,2789.7
0.00019253,3620.6
0.00039133,7343.6
0.00059013,11055
0.00078893,14756
0.00098773,18448
0.0017296,32166
0.0024714,45794
0.0032133,59346
0.0039551,72831
0.0062215,1.1368e+05
0.0084878,1.5406e+05
0.010754,1.9403e+05
0.01302,2.3364e+05
0.01894,3.3565e+05
0.02486,4.3577e+05
0.03078,5.3423e+05
0.0367,6.3124e+05
0.05019,8.4767e+05
0.063679,1.0583e+06
0.077169,1.2639e+06
0.090659,1.465e+06
0.11947,1.8813e+06
0.14828,2.2824e+06
0.17708,2.6705e+06
0.20589,3.0472e+06
0.2347,3.4137e+06
0.30919,4.3194e+06
0.38367,5.1753e+06
0.45815,5.9899e+06
0.53263,6.7692e+06
0.60712,7.5175e+06
0.77161,9.075e+06
0.93611,1.0525e+07
1.1006,1.1887e+07
1.2651,1.3175e+07
1.4296,1.4397e+07
1.7786,1.6806e+07
2.1277,1.901e+07
2.4767,2.1047e+07
2.8258,2.2943e+07
3.1748,2.4717e+07
3.8896,2.8026e+07
4.6044,3.0979e+07
5.3192,3.3645e+07
6.034,3.6069e+07
6.7489,3.8284e+07
8.1705,4.2163e+07
9.5921,4.5475e+07
11.014,4.8333e+07
12.435,5.0815e+07
13.857,5.2977e+07
16.563,5.636e+07
19.269,5.8989e+07
19.663,5.9322e+07
20.057,5.9366e+07
20.451,5.9176e+07
20.845,5.891e+07
21.239,5.8658e+07
21.748,5.8357e+07
22.257,5.8076e+07
22.766,5.78e+07
23.275,5.7523e+07
23.784,5.725e+07
25.824,5.62e+07
27.865,5.5217e+07
29.906,5.43e+07
31.946,5.3443e+07
36.546,5.1709e+07
38.529,5.1043e+07
39.642,5.0688e+07
40.018,5.0413e+07
40.394,5.0062e+07
40.77,4.9692e+07
41.147,4.9324e+07
42.934,4.7692e+07
44.722,4.6172e+07
46,4.5143e+07
