sizeFolder,iterFolder,trainSize,mcrTrain,fprTrain,fnrTrain,testSize,mcrTest,fprTest,fnrTest,runtime,t_t,x_t,c_t
60,11,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.020370370370370372,0.0375,0.0019230769230769232,0.010798399,5.0,1.0,0.1
60,10,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.022222222222222223,0.03763440860215054,0.005747126436781609,0.008098171,5.0,1.0,0.1
60,18,120,0.025,0.047619047619047616,0.0,1080,0.03148148148148148,0.034926470588235295,0.027985074626865673,0.00855675,5.0,1.0,0.1
60,8,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.022222222222222223,0.03763440860215054,0.005747126436781609,0.008633109,5.0,1.0,0.1
60,2,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.022222222222222223,0.03763440860215054,0.005747126436781609,0.00864909,5.0,1.0,0.1
60,16,120,0.03333333333333333,0.0625,0.0,1080,0.020370370370370372,0.0341726618705036,0.0057251908396946565,0.008508501,5.0,1.0,0.1
60,5,120,0.025,0.047619047619047616,0.0,1080,0.021296296296296296,0.03590664272890485,0.0057361376673040155,0.00910987,5.0,1.0,0.1
60,9,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.021296296296296296,0.03756708407871199,0.003838771593090211,0.010499836,5.0,1.0,0.1
60,3,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.022222222222222223,0.03763440860215054,0.005747126436781609,0.009233889,5.0,1.0,0.1
60,14,120,0.0,0.0,0.0,1080,0.024074074074074074,0.04107142857142857,0.0057692307692307696,0.008554325,5.0,1.0,0.1
60,4,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.023148148148148147,0.03935599284436494,0.005758157389635317,0.022793269,5.0,1.0,0.1
60,6,120,0.025,0.047619047619047616,0.0,1080,0.021296296296296296,0.03590664272890485,0.0057361376673040155,0.009098076,5.0,1.0,0.1
60,7,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.023148148148148147,0.03935599284436494,0.005758157389635317,0.009118107,5.0,1.0,0.1
60,12,120,0.0,0.0,0.0,1080,0.024074074074074074,0.04107142857142857,0.0057692307692307696,0.008780095,5.0,1.0,0.1
60,1,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.022222222222222223,0.03763440860215054,0.005747126436781609,0.008575183,5.0,1.0,0.1
60,17,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.022222222222222223,0.03763440860215054,0.005747126436781609,0.008882254,5.0,1.0,0.1
60,19,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.03333333333333333,0.038461538461538464,0.028089887640449437,0.00987408,5.0,1.0,0.1
60,13,120,0.03333333333333333,0.0625,0.0,1080,0.020370370370370372,0.0341726618705036,0.0057251908396946565,0.010293566,5.0,1.0,0.1
60,0,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.02962962962962963,0.0364963503649635,0.022556390977443608,0.015181127,5.0,1.0,0.1
60,15,120,0.025,0.047619047619047616,0.0,1080,0.021296296296296296,0.03590664272890485,0.0057361376673040155,0.010041413,5.0,1.0,0.1
150,11,300,0.02,0.038461538461538464,0.0,900,0.022222222222222223,0.036637931034482756,0.006880733944954129,0.023812859,5.0,1.0,0.1
150,10,300,0.023333333333333334,0.044585987261146494,0.0,900,0.01888888888888889,0.034408602150537634,0.0022988505747126436,0.029613566,5.0,1.0,0.1
150,18,300,0.013333333333333334,0.025974025974025976,0.0,900,0.03666666666666667,0.039735099337748346,0.03355704697986577,0.024928634,5.0,1.0,0.1
150,8,300,0.016666666666666666,0.03225806451612903,0.0,900,0.021111111111111112,0.03854389721627409,0.0023094688221709007,0.03059165,5.0,1.0,0.1
150,2,300,0.02,0.038461538461538464,0.0,900,0.02,0.03648068669527897,0.002304147465437788,0.054826165,5.0,1.0,0.1
150,16,300,0.006666666666666667,0.013157894736842105,0.0,900,0.024444444444444446,0.04468085106382979,0.002325581395348837,0.058038083,5.0,1.0,0.1
150,5,300,0.023333333333333334,0.044585987261146494,0.0,900,0.017777777777777778,0.034334763948497854,0.0,0.062812242,5.0,1.0,0.1
150,9,300,0.016666666666666666,0.03225806451612903,0.0,900,0.02,0.038461538461538464,0.0,0.064304339,5.0,1.0,0.1
150,3,300,0.03333333333333333,0.0625,0.0,900,0.017777777777777778,0.02826086956521739,0.006818181818181818,0.058997875,5.0,1.0,0.1
150,14,300,0.023333333333333334,0.044585987261146494,0.0,900,0.017777777777777778,0.034334763948497854,0.0,0.036736727,5.0,1.0,0.1
150,4,300,0.013333333333333334,0.025974025974025976,0.0,900,0.022222222222222223,0.0405982905982906,0.0023148148148148147,0.061425044,5.0,1.0,0.1
150,6,300,0.03,0.05660377358490566,0.0,900,0.01888888888888889,0.03036876355748373,0.00683371298405467,0.051371745,5.0,1.0,0.1
150,7,300,0.02,0.038461538461538464,0.0,900,0.01888888888888889,0.03640256959314775,0.0,0.060252038,5.0,1.0,0.1
150,12,300,0.023333333333333334,0.044585987261146494,0.0,900,0.021111111111111112,0.03455723542116631,0.006864988558352402,0.046140822,5.0,1.0,0.1
150,1,300,0.023333333333333334,0.044585987261146494,0.0,900,0.01888888888888889,0.034408602150537634,0.0022988505747126436,0.048668447,5.0,1.0,0.1
150,17,300,0.023333333333333334,0.044585987261146494,0.0,900,0.01888888888888889,0.034408602150537634,0.0022988505747126436,0.028063939,5.0,1.0,0.1
150,19,300,0.02666666666666667,0.05063291139240506,0.0,900,0.017777777777777778,0.032327586206896554,0.0022935779816513763,0.028941294,5.0,1.0,0.1
150,13,300,0.016666666666666666,0.03225806451612903,0.0,900,0.023333333333333334,0.03870967741935484,0.006896551724137931,0.025122079,5.0,1.0,0.1
150,0,300,0.023333333333333334,0.044585987261146494,0.0,900,0.021111111111111112,0.03455723542116631,0.006864988558352402,0.026368617,5.0,1.0,0.1
150,15,300,0.03,0.05660377358490566,0.0,900,0.028888888888888888,0.028888888888888888,0.028888888888888888,0.026822894,5.0,1.0,0.1
300,11,600,0.015,0.02912621359223301,0.0,600,0.02666666666666667,0.04487179487179487,0.006944444444444444,0.079788495,5.0,1.0,0.1
300,10,600,0.02,0.038461538461538464,0.0,600,0.018333333333333333,0.03536977491961415,0.0,0.081077416,5.0,1.0,0.1
300,18,600,0.02,0.038461538461538464,0.0,600,0.021666666666666667,0.03559870550161812,0.006872852233676976,0.079883356,5.0,1.0,0.1
300,8,600,0.02,0.038461538461538464,0.0,600,0.021666666666666667,0.03559870550161812,0.006872852233676976,0.054261278,5.0,1.0,0.1
300,2,600,0.023333333333333334,0.044585987261146494,0.0,600,0.016666666666666666,0.02922077922077922,0.003424657534246575,0.080075953,5.0,1.0,0.1
300,16,600,0.02,0.038461538461538464,0.0,600,0.02,0.035483870967741936,0.0034482758620689655,0.08291495,5.0,1.0,0.1
300,5,600,0.02,0.038461538461538464,0.0,600,0.023333333333333334,0.03571428571428571,0.010273972602739725,0.070654237,5.0,1.0,0.1
300,9,600,0.018333333333333333,0.03536977491961415,0.0,600,0.02,0.038461538461538464,0.0,0.079476136,5.0,1.0,0.1
300,3,600,0.018333333333333333,0.03536977491961415,0.0,600,0.023333333333333334,0.03870967741935484,0.006896551724137931,0.080073193,5.0,1.0,0.1
300,14,600,0.021666666666666667,0.04153354632587859,0.0,600,0.018333333333333333,0.032362459546925564,0.003436426116838488,0.080045311,5.0,1.0,0.1
300,4,600,0.013333333333333334,0.025974025974025976,0.0,600,0.025,0.047619047619047616,0.0,0.081121175,5.0,1.0,0.1
300,6,600,0.021666666666666667,0.04153354632587859,0.0,600,0.016666666666666666,0.03225806451612903,0.0,0.080670668,5.0,1.0,0.1
300,7,600,0.025,0.047619047619047616,0.0,600,0.013333333333333334,0.025974025974025976,0.0,0.054731709,5.0,1.0,0.1
300,12,600,0.018333333333333333,0.03536977491961415,0.0,600,0.025,0.038834951456310676,0.010309278350515464,0.068988069,5.0,1.0,0.1
300,1,600,0.021666666666666667,0.04153354632587859,0.0,600,0.021666666666666667,0.03257328990228013,0.010238907849829351,0.071121745,5.0,1.0,0.1
300,17,600,0.023333333333333334,0.044585987261146494,0.0,600,0.016666666666666666,0.02922077922077922,0.003424657534246575,0.078653715,5.0,1.0,0.1
300,19,600,0.028333333333333332,0.05362776025236593,0.0,600,0.01,0.0196078431372549,0.0,0.082714079,5.0,1.0,0.1
300,13,600,0.013333333333333334,0.025974025974025976,0.0,600,0.02666666666666667,0.04777070063694268,0.0034965034965034965,0.074780786,5.0,1.0,0.1
300,0,600,0.021666666666666667,0.04153354632587859,0.0,600,0.021666666666666667,0.03257328990228013,0.010238907849829351,0.066771675,5.0,1.0,0.1
300,15,600,0.018333333333333333,0.03536977491961415,0.0,600,0.021666666666666667,0.03858520900321544,0.0034602076124567475,0.075071546,5.0,1.0,0.1
