 1425.9145, 1373.4036, 1322.8266, 1274.1120, 1227.1915, 1181.9988, 1138.4705, 1096.5450, 1056.1636, 1017.2692,  979.8072,  943.7247,  908.9710,  875.4972,  843.2561,  812.2023,  782.2920,  753.4833,  -14.4811,  -13.9478,  -13.4341,  -12.9394,  -12.4629,  -12.0039,  -11.5619,  -11.1361,  -10.7260,  -10.3310,   -9.9506,   -9.5841,   -9.2312,   -8.8912,   -8.5638,   -8.2484,   -7.9447,   -7.6521,   -7.3703, -377.2071, -363.3161, -349.9366, -337.0498, -324.6376, -312.6824, -301.1676, -290.0767
 1578.2226, 1520.1028, 1464.1234, 1410.2055, 1358.2732, 1308.2533, 1260.0754, 1213.6718, 1168.9770, 1125.9282, 1084.4647, 1044.5281, 1006.0622,  969.0129,  933.3279,  898.9571,  865.8521,  833.9661,  -16.0278,  -15.4376,  -14.8691,  -14.3215,  -13.7941,  -13.2861,  -12.7969,  -12.3256,  -11.8717,  -11.4345,  -11.0134,  -10.6078,  -10.2172,   -9.8409,   -9.4785,   -9.1295,   -8.7933,   -8.4694,   -8.1576, -417.4983, -402.1234, -387.3148, -373.0515, -359.3135, -346.0814, -333.3366, -321.0611
 1660.6069, 1599.4533, 1540.5517, 1483.8192, 1429.1760, 1376.5450, 1325.8523, 1277.0263, 1229.9984, 1184.7024, 1141.0745, 1099.0532, 1058.5794, 1019.5960,  982.0483,  945.8833,  911.0501,  877.4997,  -16.8645,  -16.2435,  -15.6453,  -15.0691,  -14.5142,  -13.9797,  -13.4649,  -12.9690,  -12.4914,  -12.0314,  -11.5883,  -11.1616,  -10.7505,  -10.3546,   -9.9733,   -9.6060,   -9.2523,   -8.9116,   -8.5834, -439.2920, -423.1146, -407.5329, -392.5251, -378.0699, -364.1471, -350.7370, -337.8207
 1326.1731, 1277.3354, 1230.2961, 1184.9891, 1141.3506, 1099.3192, 1058.8356, 1019.8428,  982.2860,  946.1122,  911.2706,  877.7121,  845.3894,  814.2570,  784.2711,  755.3895,  727.5715,  700.7779,  -13.4681,  -12.9721,  -12.4944,  -12.0343,  -11.5911,  -11.1643,  -10.7531,  -10.3571,   -9.9757,   -9.6084,   -9.2545,   -8.9137,   -8.5855,   -8.2693,   -7.9648,   -7.6715,   -7.3889,   -7.1168,   -6.8548, -350.8219, -337.9025, -325.4588, -313.4735, -301.9295, -290.8106, -280.1012, -269.7862
 1399.0099, 1347.4898, 1297.8670, 1250.0717, 1204.0365, 1159.6965, 1116.9894, 1075.8551, 1036.2356,  998.0751,  961.3199,  925.9182,  891.8203,  858.9781,  827.3453,  796.8774,  767.5315,  739.2663,  -14.2078,  -13.6846,  -13.1807,  -12.6953,  -12.2277,  -11.7774,  -11.3437,  -10.9260,  -10.5236,  -10.1361,   -9.7628,   -9.4033,   -9.0570,   -8.7235,   -8.4022,   -8.0928,   -7.7948,   -7.5077,   -7.2312, -370.0899, -356.4609, -343.3339, -330.6902, -318.5122, -306.7826, -295.4850, -284.6035
 1384.0471, 1333.0781, 1283.9860, 1236.7018, 1191.1590, 1147.2932, 1105.0429, 1064.3485, 1025.1527,  987.4004,  951.0383,  916.0153,  882.2820,  849.7911,  818.4966,  788.3546,  759.3225,  731.3597,  -14.0559,  -13.5382,  -13.0397,  -12.5595,  -12.0970,  -11.6515,  -11.2224,  -10.8091,  -10.4111,  -10.0277,   -9.6584,   -9.3027,   -8.9601,   -8.6302,   -8.3123,   -8.0062,   -7.7114,   -7.4274,   -7.1539, -366.1317, -352.6485, -339.6618, -327.1534, -315.1056, -303.5015, -292.3247, -281.5596
 1687.6426, 1625.4933, 1565.6328, 1507.9767, 1452.4438, 1398.9560, 1347.4379, 1297.8171, 1250.0235, 1203.9901, 1159.6518, 1116.9464, 1075.8136, 1036.1956,  998.0366,  961.2828,  925.8826,  891.7859,  -17.1391,  -16.5079,  -15.9000,  -15.3144,  -14.7505,  -14.2073,  -13.6841,  -13.1801,  -12.6948,  -12.2273,  -11.7770,  -11.3433,  -10.9256,  -10.5232,  -10.1357,   -9.7624,   -9.4029,   -9.0566,   -8.7231, -446.4439, -430.0031, -414.1678, -398.9156, -384.2251, -370.0756, -356.4472, -343.3206
 2672.4716, 2574.0549, 2479.2626, 2387.9611, 2300.0218, 2215.3210, 2133.7394, 2055.1622, 1979.4786, 1906.5822, 1836.3702, 1768.7439, 1703.6080, 1640.8708, 1580.4440, 1522.2424, 1466.1842, 1412.1904,  -27.1406,  -26.1411,  -25.1785,  -24.2512,  -23.3582,  -22.4980,  -21.6695,  -20.8715,  -20.1028,  -19.3625,  -18.6495,  -17.9627,  -17.3012,  -16.6641,  -16.0504,  -15.4593,  -14.8900,  -14.3417,  -13.8135, -706.9676, -680.9328, -655.8567, -631.7040, -608.4409, -586.0344, -564.4530, -543.6664
 8315.9377, 8009.6943, 7714.7287, 7430.6255, 7156.9846, 6893.4210, 6639.5633, 6395.0542, 6159.5494, 5932.7174, 5714.2386, 5503.8056, 5301.1220, 5105.9025, 4917.8721, 4736.7662, 4562.3296, 4394.3169,  -84.4536,  -81.3435,  -78.3479,  -75.4627,  -72.6837,  -70.0070,  -67.4289,  -64.9458,  -62.5541,  -60.2505,  -58.0317,  -55.8946,  -53.8362,  -51.8536,  -49.9441,  -48.1048,  -46.3333,  -44.6270,  -42.9836,-2199.8732,-2118.8605,-2040.8312,-1965.6753,-1893.2872,-1823.5649,-1756.4101,-1691.7284
16384.7522,15781.3660,15200.2001,14640.4363,14101.2864,13581.9913,13081.8198,12600.0677,12136.0566,11689.1332,11258.6682,10844.0556,10444.7116,10060.0738, 9689.6007, 9332.7707, 8989.0813, 8658.0487, -166.3974, -160.2697, -154.3676, -148.6828, -143.2074, -137.9336, -132.8541, -127.9616, -123.2493, -118.7105, -114.3388, -110.1282, -106.0726, -102.1664,  -98.4040,  -94.7801,  -91.2898,  -87.9279,  -84.6899,-4334.3731,-4174.7552,-4021.0153,-3872.9371,-3730.3120,-3592.9392,-3460.6253,-3333.1841
