694635.0727,-72347.2178,-248189.8576,-306150.4933,-326930.3251,-332669.3802,-331333.3852,-326342.1178,-319357.5640,-311264.4398,-302567.1754,-293568.8484,-284458.9596,-275359.5490,-266642.3043,-256618.7626,-246960.2153,-240038.8591,-236893.4755,-228159.4453,-219747.4061,-211645.4890,-203842.2624,-196326.7161,-189088.2454,-182116.6368,-175402.0529,-168935.0190,-162706.4096,-156707.4354,-150929.6312,-145364.8437,-140005.2201,-134843.1972,-129871.4903,-125083.0834,-120471.2192,-118836.8369,-114498.4900,-110024.9261,-105954.3576,-102060.9392,-98292.7959,-94663.5884,-91168.2010
585526.7208,-44624.5689,-191742.4198,-241184.2382,-259506.1101,-265131.8607,-264736.6406,-261202.8317,-255938.3564,-249696.1705,-242907.5031,-235832.6314,-228635.0918,-221444.1776,-213605.7853,-206638.7852,-200223.4121,-193849.3701,-191566.9340,-184503.5997,-177700.6796,-171148.5740,-164838.0370,-158760.1636,-152906.3768,-147268.4157,-141838.3241,-136608.4386,-131571.3787,-126720.0357,-122047.5630,-117547.3661,-113213.0940,-109038.6295,-105018.0809,-101145.7738,-97416.2428,-96199.3672,-92527.6966,-88987.5351,-85574.1065,-82050.2650,-79279.9096,-76162.6593,-73421.8813
505599.1897,-26821.5218,-153078.4556,-196207.4458,-212619.9575,-218053.1753,-218243.3920,-215680.0164,-211584.3357,-206612.0987,-201140.2998,-195397.3594,-189529.9190,-183174.4954,-177300.9406,-172028.8572,-166733.7776,-161463.9484,-159746.9213,-153856.5138,-148183.2875,-142719.2361,-137456.6484,-132388.0974,-127506.4296,-122804.7555,-118276.4394,-113915.0899,-109714.5517,-105668.8958,-101772.4122,-98019.6012,-94405.1658,-90924.0042,-87571.2028,-84342.0290,-81231.9248,-80304.8783,-77235.2038,-74275.3476,-71421.3239,-68669.3027,-66015.6046,-63456.6949,-60724.7421
554030.4354,-37341.6614,-176219.9103,-223182.0326,-240763.2692,-246324.9496,-246171.5717,-243030.5982,-238236.4688,-232503.9120,-226242.8537,-219701.0739,-213712.6512,-205951.8146,-197919.9123,-192861.4108,-186892.9709,-180959.2665,-178905.7920,-172309.1569,-165955.7341,-159836.5580,-153942.9933,-148266.7229,-142799.7363,-137534.3183,-132463.0380,-127578.7383,-122874.5260,-118343.7619,-113980.0515,-109777.2361,-105729.3839,-101830.7818,-98075.9272,-94459.5204,-90976.4572,-89876.7808,-86444.4750,-83135.0509,-79944.0466,-76867.1749,-73637.1296,-71229.2320,-68368.6136
520748.5249,-30021.3050,-160219.7304,-204550.4651,-221332.5835,-226810.0152,-226896.5571,-224156.0616,-219845.2325,-214638.2952,-208922.5689,-202932.5493,-197031.3775,-189801.8265,-183976.5491,-178494.2488,-172990.5415,-167514.9583,-165694.9142,-159585.2514,-153700.8515,-148033.4104,-142574.9299,-137317.7067,-132254.3213,-127377.6278,-122680.7436,-118157.0396,-113800.1314,-109603.8695,-105562.3315,-101669.8128,-97920.8196,-94310.0602,-90832.4383,-87483.0450,-84257.1528,-83277.1880,-80094.8715,-77026.4302,-74067.7303,-71214.8000,-68463.8232,-65853.3497,-63464.2206
492238.1853,-24070.1343,-146855.8518,-188922.8025,-205006.1853,-210397.2609,-210675.9488,-208266.0165,-204357.4963,-199589.8202,-194330.8569,-188803.6537,-182962.7494,-177286.4599,-171462.3479,-166373.7494,-161260.8429,-156170.7351,-154542.5823,-148844.0197,-143355.5668,-138069.4780,-132978.2932,-128074.8269,-123352.1589,-118803.6236,-114422.8013,-110203.5090,-106139.7914,-102225.9129,-98456.3491,-94825.7794,-91329.0792,-87961.3129,-84717.7268,-81593.7424,-78584.9501,-77703.6113,-74732.5489,-71867.7544,-69105.3709,-66441.6929,-63873.1606,-61396.3539,-59007.9875
166375.0148,17278.2671,-22575.7168,-37861.6592,-44698.9768,-47865.6185,-49842.0277,-47650.4907,-49409.7398,-49436.9992,-48979.3732,-48209.2438,-47235.8829,-46130.9607,-44674.7044,-43074.2366,-41528.8543,-40037.0087,-40565.6203,-39071.4080,-37632.2339,-36246.0707,-34910.9659,-33625.0388,-32386.4779,-31193.5385,-30044.5403,-28937.8647,-27871.9528,-26845.3031,-25856.4693,-24904.0587,-23986.7295,-23103.1897,-22252.1945,-21432.5452,-20643.0872,-20882.3235,-20108.6799,-19363.5943,-18646.0161,-17954.9332,-17289.3706,-16648.3893,-16031.0847
15416.3796, 5631.6843,  926.6485,  456.4571,  280.6107,  143.2475,   33.3989,  -55.8762, -129.2489, -190.0142, -240.5835, -282.7753, -317.9947, -347.3497, -376.7775, -404.3410, -427.2286, -446.0784,-1931.1836,-1859.7529,-1790.9640,-1724.7191,-1660.9243,-1599.4888,-1540.3256,-1483.3505,-1428.4827,-1375.6441,-1324.7599,-1275.7576,-1228.5678,-1183.1233,-1139.3597,-1097.2147,-1056.6286,-1017.5437, -979.9044,-1692.6749,-1626.0662,-1561.9687,-1500.2910,-1440.9450,-1383.8458,-1328.9116,-1276.0634
 3455.0736, 2976.5803, 2641.7091, 2370.5344, 2132.5976, 1934.7660, 1766.0105, 1619.3835, 1490.2190, 1375.2254, 1271.9888, 1178.6817, 1093.8838, 1016.4667,  947.1146,  884.2312,  826.1112,  772.2705, -362.3061, -348.7518, -335.7044, -323.1448, -311.0548, -299.4169, -288.2142, -277.4304, -267.0499, -257.0576, -247.4390, -238.1801, -229.2675, -220.6883, -212.4299, -204.4804, -196.8283, -189.4624, -182.3720, -727.4318, -697.7505, -669.2029, -641.7479, -615.3460, -589.9590, -565.5501, -542.0837
 2991.8291, 2532.7320, 2219.8673, 1982.7455, 1793.7686, 1641.8018, 1510.9061, 1396.1699, 1294.2797, 1202.8872, 1120.2629, 1045.0919,  976.3476,  913.2113,  840.2159,  764.8515,  696.6313,  634.6832, -232.7984, -223.8986, -215.3382, -207.1044, -199.1847, -191.5672, -184.2403, -177.1931, -170.4148, -163.8953, -157.6247, -151.5934, -145.7925, -140.2131, -134.8467, -129.6853, -124.7211, -119.9465, -115.3544, -531.1465, -507.0785, -483.9369, -461.6897, -440.3060, -419.7559, -400.0106, -381.0422
