10634127.3282,11328762.4009,11256415.1831,11008225.3255,10702074.8322,10375144.5071,10042475.1269,9711141.7418,9384799.6240,9065442.0599,8754177.6201,8451610.4447,8158041.5963,7873582.6367,7598223.0877,7331580.7834,7074962.0208,6828001.8055,6587962.9465,6351069.4710,6122910.0257,5903162.6195,5691517.1305,5487674.8680,5291348.1520,5102259.9065,4920143.2697,4744741.2168,4575806.1978,4413099.7883,4256392.3529,4105462.7217,3960097.8781,3820092.6580,3685249.4608,3555377.9705,3430294.8871,3309823.6679,3190986.8310,3076488.3410,2966463.4149,2860509.0573,2758448.1181,2660155.3222,2565491.7338,2474323.5328
8525668.3326,9111195.0534,9066570.4845,8874828.0647,8633643.8265,8374137.7164,8109005.8557,7844269.2151,7583066.3834,7327128.0270,7077431.8565,6834524.3535,6598691.7221,6370056.6303,6148612.4527,5935006.6674,5728367.8822,5528144.4700,5334295.0999,5142728.1659,4958224.5662,4780523.8866,4609375.3127,4444537.2756,4285777.1120,4132870.7351,3985602.3194,3843763.9953,3707155.5567,3575584.1780,3448864.1423,3326816.5793,3209269.2132,3096056.1191,2987017.4896,2881999.4087,2780853.6349,2683437.3921,2587238.0249,2494710.3283,2405722.7933,2320148.6868,2238098.4218,2158818.5122,2082655.8529,2009233.9716
7053209.0596,7558808.2493,7531986.7275,7378908.2719,7182700.8261,6970080.8686,6752027.6933,6533784.3013,6318104.2848,6106519.9492,5899907.8504,5698767.5506,5503370.1912,5313840.2722,5130665.7768,4953364.8363,4781335.9791,4614602.2015,4453138.2530,4293391.3317,4139534.8180,3991351.5305,3848632.2944,3711175.6460,3578787.5487,3451281.1190,3328476.3635,3210199.9241,3096284.8342,2986570.2825,2880901.3867,2779128.9745,2681109.3732,2586704.2075,2495780.2032,2408209.0005,2323866.9714,2242635.0466,2162330.1683,2085094.9646,2010819.6169,1939398.2931,1870728.9904,1804713.3858,1741256.6909,1680531.9488
7937774.4621,8491804.8974,8454463.2360,8278243.3258,8055061.2932,7814298.0240,7567973.0743,7321801.5026,7078770.9044,6840534.4356,6608030.5236,6381787.6699,6162086.5960,5948373.9448,5742422.1302,5544502.2179,5351640.8072,5164747.8363,4983788.5698,4804882.7778,4632573.6209,4466617.8867,4306781.3287,4152838.3355,4004571.6126,3861771.8763,3724237.5580,3591774.5200,3464195.7816,3341321.2556,3222977.4937,3108997.4421,2999220.2060,2893490.8221,2791660.0403,2693584.1132,2599124.5928,2508148.1356,2418271.3547,2331826.8797,2248691.8288,2168747.7823,2091880.6074,2018243.4778,1947014.2458,1878645.6322
7327306.0292,7848054.5541,7818033.2491,7657813.5187,7453263.0537,7231930.4701,7005120.4549,6778223.8978,6554067.8363,6334222.6037,6119584.3085,5910661.7396,5707729.1902,5510697.8127,5320895.9862,5136919.4372,4958425.1884,4785434.6469,4617919.6886,4452224.7744,4292639.5230,4138938.6715,3990905.2611,3848330.3312,3711012.6245,3578758.3032,3451380.6753,3328699.9317,3210542.8921,3096742.7607,2987138.8912,2881576.5597,2779906.7469,2681985.9273,2587675.8670,2496843.4288,2409360.3838,2325103.2310,2241826.0430,2161731.1715,2084704.7412,2010637.0109,1939422.2109,1870958.3877,1805105.0380,1741640.8175
6813480.3668,7305718.5521,7281648.4178,7134792.5660,6945869.7635,6740863.5782,6530466.3173,6319790.3684,6111524.3519,5907166.8557,5707577.0355,5513246.1785,5324442.5249,5141479.7755,4964193.3156,4792730.9676,4626357.2183,4465096.3753,4308925.6402,4154383.0579,4005539.0383,3862183.4715,3724113.9934,3591135.7003,3463060.8733,3339708.7144,3220905.0909,3106482.2896,2996278.7805,2890138.9891,2787913.0762,2689456.7271,2594630.9478,2503301.8686,2415340.5558,2330622.8290,2249029.0865,2170444.1364,2092740.5251,2018007.9762,1946140.2218,1877034.8510,1810593.1580,1746719.9975,1685323.6436,1626315.6560
1681514.5927,1847889.6075,1865167.8746,1842592.1578,1804730.4986,1760031.5218,1712165.9033,1662323.8755,1614673.3848,1565263.6450,1515826.6458,1466847.2726,1418638.0288,1371402.1459,1325271.1852,1280596.4808,1237522.2442,1195993.3900,1155956.3812,1115390.7610,1076319.3530,1038687.1191,1002441.0484,967530.0824,933905.0436,901518.5658,870325.0272,840280.4869,811342.6222,783470.6694,756625.3664,730768.8971,705864.8384,681878.1088,658774.9192,636522.7247,615090.1796,594447.0924,573564.7689,553456.0890,534092.4946,515446.4785,497491.5454,480202.1748,463553.7855,447522.7008
73561.7342,88978.1138,94609.7981,95536.4466,95992.9037,96273.5144,96416.7619,96450.1608,96394.2846,96265.0357,96075.0215,95834.4380,95551.6627,95233.6680,94886.3183,94509.5408,94105.1998,93677.9712,93231.8929,91300.7092,89440.9563,87649.9923,85925.2732,84264.3489,82664.8601,81124.5345,79641.1840,78212.7013,76837.0572,75512.2973,74236.5397,73007.9720,71824.8487,70685.4890,69588.2742,68531.6456,67514.1019,66534.1976,64841.5227,63215.4564,61653.4877,60153.1967,58712.2517,57328.4059,55999.4943,54723.4309
10134.1716,13589.2452,16565.8254,19207.5345,21578.0689,23710.6665,25645.4325,27411.4430,29030.8266,30521.0455,31896.2709,33168.2597,34346.9414,35440.8252,36457.2919,37404.4066,38288.6378,39114.7490,39887.0196,39524.7135,39175.9617,38840.2573,38517.1125,38206.0576,37906.6407,37618.4265,37340.9960,37073.9461,36816.8885,36569.4495,36331.2694,36102.0018,35881.3136,35668.8837,35464.4032,35267.5750,35078.1126,34895.7406,34168.3087,33470.5583,32801.3554,32159.6075,31544.2615,30954.3025,30388.7524,29846.6687
 3703.1735, 6695.0026, 9227.7346,11447.6019,13430.3474,15224.1159,16865.9177,18376.8238,19772.9937,21067.2734,22270.1606,23390.4235,24435.5154,25411.8630,26325.0743,27165.2902,27930.1417,28626.7730,29261.4561,29028.6578,28804.7592,28589.4210,28382.3166,28183.1319,27991.5648,27807.3244,27630.1313,27459.7165,27295.8212,27138.1966,26986.6031,26840.8107,26700.5976,26565.7509,26436.0656,26311.3445,26191.3979,26076.0436,25544.8971,25037.8186,24553.8817,24092.1920,23651.8859,23232.1300,22832.1194,22451.0771
 3431.2903, 6153.3147, 8457.3887,10476.6613,12289.4126,13936.2509,15443.6268,16830.8730,18112.8164,19301.2437,20381.8694,21353.3142,22228.7370,23019.0871,23733.6039,24373.3287,24942.1052,25447.4917,25896.0439,25635.5918,25385.0742,25144.1131,24912.3447,24689.4191,24474.9996,24268.7623,24070.3956,23879.5998,23696.0865,23519.5782,23349.8083,23186.5198,23029.4658,22878.4088,22733.1202,22593.3801,22458.9770,22329.7075,21861.0831,21414.4781,20989.0531,20583.9966,20198.5247,19831.8796,19483.3289,19152.1649
 3192.8479, 5682.3850, 7789.4444, 9649.4319,11320.7814,12839.1764,14229.0002,15472.0669,16571.8343,17550.0181,18416.5310,19176.5560,19844.5143,20432.2124,20949.4632,21676.2827,22375.7084,23049.4089,23698.8535,23575.2420,23456.1755,23341.4869,23231.0152,23124.6056,23022.1086,22923.3806,22828.2829,22736.6821,22648.4497,22563.4618,22481.5992,22402.7470,22326.7945,22253.6352,22183.1662,22115.2888,22049.9076,21986.9308,21551.6873,21132.4355,20728.6169,20339.6917,19965.1383,19604.4528,19257.1480,18861.0179
