-191767.2061,-3793309.6770,-4208481.4902,-4212071.4628,-4119663.1270,-3998200.7611,-3867635.3035,-3735311.6292,-3604330.3768,-3476115.5386,-3351345.8061,-3230337.5573,-3114553.4602,-3000412.9134,-2887465.2141,-2781026.6810,-2678672.1982,-2580455.2553,-2492346.4645,-2400559.2770,-2312152.3886,-2227001.3115,-2144986.1422,-2065991.3933,-1989905.8302,-1916622.3147,-1846037.6546,-1778052.4576,-1712570.9920,-1649501.0515,-1588753.8257,-1530243.7747,-1473888.5087,-1419608.6725,-1367327.8330,-1316972.3719,-1268471.3825,-1225194.3200,-1180021.8002,-1136571.3615,-1094726.5053,-1054422.3907,-1015602.2806,-978211.5277,-942197.4970
138557.6615,-2137129.9723,-2423475.8248,-2441761.3207,-2395337.8189,-2328487.6981,-2254685.1097,-2178983.8312,-2103559.0521,-2029433.8347,-1957113.0426,-1890427.2249,-1815411.8225,-1748433.2663,-1684328.2702,-1631145.2907,-1571243.3931,-1513530.4217,-1460249.0754,-1406472.4832,-1354676.3201,-1304787.6528,-1256736.2342,-1210454.4041,-1165876.9939,-1122941.2352,-1081586.6709,-1041755.0705,-1003390.3479,-966438.4824,-930847.4428,-896567.1142,-863549.2269,-831747.2891,-801116.5211,-771613.7923,-743197.5603,-717048.1829,-690623.4246,-665171.8737,-640657.7020,-614919.9631,-592226.7396,-570369.5545,-549317.6474
209010.3640,-1607403.6827,-1845534.1203,-1866483.1384,-1834119.9967,-1784597.1954,-1729028.7205,-1671621.2024,-1614201.9544,-1557639.8033,-1505394.3643,-1445446.3849,-1392080.3418,-1341133.6051,-1300581.1269,-1252865.1710,-1206887.1837,-1162586.0397,-1122130.4725,-1080805.5168,-1041002.4431,-1002665.2051,-965739.8200,-930174.2936,-895918.5460,-862924.3418,-831145.2220,-800536.4385,-771054.8912,-742659.0671,-715308.9821,-688966.1246,-663593.4014,-639155.0850,-615616.7639,-592945.2939,-571108.7512,-551248.0002,-530929.7592,-511359.8430,-492510.7046,-474355.8113,-456869.6071,-440027.4771,-421680.8475
-706693.0770,-5745418.0877,-6288018.0364,-6267337.5716,-6118575.3161,-5932318.9981,-5735161.7005,-5536759.7315,-5341129.5828,-5150080.8012,-4964450.2956,-4784606.0513,-4610674.0546,-4442648.9485,-4283480.4082,-4121435.7225,-3969564.8039,-3823291.7594,-3689669.3860,-3553794.1423,-3422922.6215,-3296870.5572,-3175460.4688,-3058521.4115,-2945888.7356,-2837403.8551,-2732914.0236,-2632272.1201,-2535336.4412,-2441970.5021,-2352042.8440,-2265426.8493,-2182000.5630,-2101646.5214,-2024251.5864,-1949706.7864,-1877907.1627,-1812343.3404,-1745612.8054,-1681339.4522,-1619426.9528,-1560380.4455,-1503432.9908,-1447462.5030,-1393773.1988
-297347.0743,-4228534.4138,-4673887.5867,-4672565.1204,-4567744.9227,-4431865.0101,-4286428.6466,-4139323.9188,-3993868.1348,-3851577.4278,-3713169.0668,-3578972.8039,-3449117.1129,-3326646.6481,-3199658.0673,-3081723.0274,-2968138.3663,-2859156.6321,-2760892.3201,-2659215.5815,-2561283.3376,-2466957.6885,-2376105.8128,-2288599.7806,-2204316.3732,-2123136.9099,-2044947.0803,-1969636.7842,-1897099.9757,-1827234.5145,-1759942.0219,-1695127.7420,-1632700.4086,-1572572.1168,-1514658.1986,-1458877.1044,-1405150.2878,-1356893.4836,-1306932.0122,-1258813.6493,-1212467.0551,-1167826.9845,-1124830.5956,-1083414.2065,-1044114.8380
-365289.3913,-4496526.5170,-4959898.5257,-4955391.3227,-4842879.3629,-4698112.4335,-4543526.7762,-4387336.0217,-4232986.8833,-4082050.2412,-3935266.0546,-3792971.7076,-3655295.7514,-3525342.4592,-3391289.3567,-3266303.8960,-3145922.0190,-3030243.9436,-2925740.8407,-2817993.3431,-2714213.9036,-2614256.3894,-2517980.0493,-2425249.3156,-2335933.6130,-2249907.1751,-2167048.8671,-2087242.0152,-2010374.2424,-1936337.3103,-1865026.9665,-1796342.7979,-1730188.0895,-1666469.6880,-1605097.8706,-1545986.2187,-1489051.4965,-1437770.1529,-1384833.7587,-1333846.5604,-1284736.7792,-1237435.2795,-1191875.4718,-1148783.3170,-1106992.2278
223139.3547,-1468985.0815,-1693649.0967,-1715038.1631,-1686266.0450,-1641251.7598,-1590456.5248,-1537851.2151,-1485165.6712,-1433225.1050,-1382941.1105,-1329562.0073,-1280463.1642,-1233848.7021,-1197130.9312,-1153222.3346,-1110911.7436,-1070143.1502,-1033061.5761,-995016.6952,-958372.9036,-923078.6030,-889084.0954,-856341.5131,-824804.7512,-794429.4027,-765172.6958,-736993.4343,-709851.9386,-683709.9909,-658530.7804,-634278.8522,-610920.0571,-588421.5035,-566751.5109,-545879.5658,-525776.2783,-507569.8895,-488860.3727,-470839.9367,-453483.2160,-436765.7791,-420664.0939,-405155.4949,-390218.1508
140760.3603,-116310.8951,-162718.3520,-174094.8598,-175540.4833,-174401.2631,-164542.4792,-167765.0576,-161933.9292,-156258.4860,-150746.9734,-145403.2020,-140228.1408,-135220.8942,-130334.4327,-125590.9294,-121017.0291,-116607.1459,-114034.3364,-109834.4769,-105789.2968,-101893.0995,-98140.3980,-94525.9074,-91044.5375,-87691.3855,-84461.7291,-81351.0201,-78354.8778,-75469.0825,-72689.5704,-70012.4270,-67433.8822,-64950.3046,-62558.1965,-60254.1892,-58035.0380,-56755.9409,-54660.0646,-52641.4443,-50697.2366,-48824.7031,-47021.2056,-45284.2035,-43611.2492
 7052.5616, 1588.7371,  646.5715,  344.7451,  137.6462,  -20.1324, -143.3600, -241.2139, -319.7723, -383.2607, -434.7316, -476.4589, -510.1798, -537.2500, -553.3833, -562.2999, -568.3279, -571.8966,-1708.9727,-1645.8163,-1584.9936,-1526.4185,-1470.0080,-1415.6819,-1363.3634,-1312.9783,-1264.4550,-1217.7249,-1172.7217,-1129.3815,-1087.6429,-1047.4468,-1008.7361, -971.4559, -935.5535, -900.9778, -867.6799,-1413.4429,-1358.3651,-1305.3581,-1254.3465,-1205.2574,-1158.0206,-1112.5686,-1068.8360
 3267.3407, 2676.5786, 2287.1711, 1999.7883, 1773.8106, 1595.7257, 1460.5384, 1342.6312, 1238.4184, 1145.3620, 1061.5940,  985.6962,  916.5629,  853.3134,  793.7049,  737.9562,  686.6057,  639.1927, -337.7518, -325.1136, -312.9480, -301.2374, -289.9647, -279.1136, -268.6684, -258.6138, -248.9354, -239.6189, -230.6509, -222.0184, -213.7088, -205.7101, -198.0105, -190.5991, -183.4649, -176.5976, -169.9873, -639.2081, -612.9337, -587.6639, -563.3627, -539.9948, -517.5267, -495.9257, -475.1604
