0,0
3.4651e-07,0.31264
6.9301e-07,0.62528
1.0395e-06,0.93793
4.5046e-06,4.0643
7.9696e-06,7.1905
1.1435e-05,10.317
4.6085e-05,41.571
8.0736e-05,72.816
0.00011539,104.05
0.00046189,415.96
0.0008084,727.01
0.0011549,1037.2
0.0015014,1346.5
0.0049665,4394.4
0.0084315,7361.5
0.011897,10252
0.015362,13070
0.030616,24685
0.045871,35202
0.061125,44813
0.07638,53663
0.091635,61862
0.11793,74702
0.14423,86205
0.17052,96628
0.19682,1.0615e+05
0.22312,1.1492e+05
0.27259,1.2969e+05
0.32207,1.427e+05
0.37154,1.5431e+05
0.42102,1.648e+05
0.47049,1.7434e+05
0.56254,1.9005e+05
0.65459,2.0369e+05
0.74663,2.1574e+05
0.83868,2.265e+05
0.93073,2.3621e+05
1.1048,2.5223e+05
1.2789,2.6589e+05
1.453,2.7777e+05
1.6271,2.8824e+05
1.8011,2.9753e+05
2.134,3.1268e+05
2.4669,3.2522e+05
2.7997,3.358e+05
3.1326,3.4484e+05
3.4654,3.5261e+05
4.1058,3.647e+05
4.7461,3.7398e+05
5.3864,3.8119e+05
6.0267,3.8676e+05
6.667,3.9103e+05
7.8954,3.9626e+05
9.1239,3.9869e+05
10.352,3.9912e+05
11.581,3.9806e+05
12.809,3.9585e+05
15.096,3.8947e+05
17.384,3.8118e+05
19.671,3.7175e+05
20.018,3.6954e+05
20.365,3.6676e+05
20.712,3.638e+05
21.058,3.609e+05
21.405,3.581e+05
22.188,3.5189e+05
22.971,3.4586e+05
23.754,3.3998e+05
24.537,3.3424e+05
29.137,3.0335e+05
33.737,2.7687e+05
38.337,2.5422e+05
39.329,2.4981e+05
39.677,2.483e+05
40.025,2.4637e+05
40.373,2.4426e+05
40.721,2.4211e+05
41.41,2.3796e+05
42.099,2.3392e+05
42.787,2.2999e+05
46,2.1291e+05
