"Time","S1 (cascade/2_1, 1)","S1 (cascade/2_1, 10)","S1 (cascade/2_1, 2)","S1 (cascade/2_1, 3)","S1 (cascade/2_1, 4)","S1 (cascade/2_1, 5)","S1 (cascade/2_1, 6)","S1 (cascade/2_1, 7)","S1 (cascade/2_1, 8)","S1 (cascade/2_1, 9)"
1.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
2.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
3.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
4.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
6.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
7.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
8.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
9.0,10.0,0.0,0.0,19.0,10.0,0.0,0.0,10.0,0.0,0.0
10.0,20.0,0.0,0.0,19.0,10.0,0.0,0.0,10.0,0.0,0.0
11.0,30.0,0.0,0.0,19.0,9.0,10.0,0.0,10.0,0.0,0.0
12.0,30.0,0.0,0.0,19.0,9.0,10.0,0.0,9.0,0.0,0.0
13.0,30.0,0.0,0.0,19.0,9.0,10.0,0.0,9.0,0.0,0.0
14.0,30.0,0.0,0.0,18.0,9.0,10.0,0.0,9.0,0.0,0.0
15.0,30.0,0.0,0.0,18.0,9.0,10.0,10.0,9.0,0.0,0.0
16.0,30.0,0.0,0.0,17.0,9.0,10.0,10.0,9.0,0.0,0.0
17.0,29.0,0.0,0.0,17.0,9.0,10.0,10.0,9.0,0.0,0.0
18.0,29.0,0.0,0.0,17.0,9.0,10.0,10.0,9.0,0.0,0.0
19.0,29.0,0.0,0.0,17.0,9.0,10.0,10.0,8.0,0.0,0.0
20.0,29.0,0.0,0.0,17.0,9.0,10.0,10.0,7.0,0.0,0.0
21.0,28.0,0.0,0.0,17.0,9.0,10.0,19.0,7.0,0.0,0.0
22.0,27.0,0.0,0.0,17.0,9.0,10.0,19.0,7.0,0.0,0.0
23.0,27.0,0.0,0.0,16.0,9.0,10.0,19.0,7.0,0.0,0.0
24.0,27.0,0.0,0.0,16.0,9.0,10.0,19.0,7.0,0.0,0.0
25.0,27.0,0.0,0.0,16.0,9.0,10.0,19.0,7.0,0.0,0.0
26.0,27.0,0.0,0.0,16.0,9.0,10.0,18.0,7.0,0.0,0.0
27.0,27.0,0.0,0.0,16.0,9.0,10.0,17.0,7.0,0.0,0.0
28.0,27.0,0.0,0.0,16.0,9.0,10.0,17.0,7.0,0.0,0.0
29.0,25.0,0.0,0.0,16.0,9.0,10.0,16.0,7.0,0.0,0.0
30.0,25.0,0.0,0.0,16.0,9.0,10.0,16.0,7.0,0.0,0.0
31.0,25.0,0.0,0.0,16.0,9.0,9.0,15.0,7.0,0.0,0.0
32.0,25.0,0.0,0.0,16.0,9.0,9.0,15.0,7.0,0.0,0.0
33.0,25.0,0.0,0.0,16.0,8.0,9.0,13.0,7.0,0.0,0.0
34.0,25.0,0.0,0.0,16.0,8.0,9.0,13.0,7.0,0.0,0.0
35.0,25.0,0.0,0.0,16.0,8.0,9.0,13.0,7.0,0.0,0.0
36.0,25.0,0.0,0.0,16.0,8.0,9.0,13.0,7.0,0.0,0.0
37.0,25.0,0.0,0.0,16.0,8.0,9.0,13.0,7.0,0.0,0.0
38.0,25.0,0.0,0.0,16.0,8.0,9.0,12.0,7.0,0.0,0.0
