"Time","S0 (cascade/2_1, 1)","S0 (cascade/2_1, 10)","S0 (cascade/2_1, 2)","S0 (cascade/2_1, 3)","S0 (cascade/2_1, 4)","S0 (cascade/2_1, 5)","S0 (cascade/2_1, 6)","S0 (cascade/2_1, 7)","S0 (cascade/2_1, 8)","S0 (cascade/2_1, 9)"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,9.0
9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,8.0,9.0
10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,8.0,9.0
11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,18.0,9.0
12.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,28.0,9.0
13.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,28.0,9.0
14.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,28.0,9.0
15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,28.0,9.0
16.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,10.0,28.0,19.0
17.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,10.0,28.0,19.0
18.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,10.0,28.0,17.0
19.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,10.0,27.0,17.0
20.0,0.0,0.0,18.0,9.0,10.0,0.0,0.0,20.0,26.0,17.0
21.0,0.0,10.0,18.0,9.0,10.0,0.0,0.0,20.0,26.0,17.0
22.0,0.0,10.0,18.0,9.0,10.0,0.0,0.0,19.0,26.0,17.0
23.0,0.0,10.0,18.0,9.0,10.0,0.0,0.0,19.0,26.0,17.0
24.0,0.0,10.0,18.0,9.0,10.0,0.0,0.0,19.0,25.0,17.0
25.0,0.0,10.0,18.0,9.0,10.0,0.0,0.0,19.0,25.0,17.0
26.0,0.0,9.0,18.0,8.0,10.0,0.0,0.0,19.0,25.0,16.0
27.0,0.0,9.0,28.0,8.0,10.0,0.0,0.0,19.0,25.0,16.0
28.0,0.0,9.0,27.0,8.0,10.0,0.0,0.0,19.0,25.0,16.0
29.0,0.0,8.0,27.0,8.0,10.0,0.0,0.0,19.0,25.0,26.0
30.0,0.0,8.0,27.0,8.0,10.0,0.0,0.0,19.0,25.0,26.0
31.0,0.0,8.0,26.0,8.0,10.0,0.0,0.0,19.0,24.0,26.0
32.0,0.0,8.0,26.0,8.0,10.0,0.0,0.0,19.0,24.0,26.0
33.0,0.0,8.0,26.0,8.0,10.0,0.0,0.0,19.0,22.0,25.0
34.0,0.0,8.0,26.0,8.0,10.0,10.0,0.0,18.0,22.0,25.0
35.0,10.0,8.0,26.0,8.0,10.0,10.0,0.0,17.0,22.0,25.0
36.0,10.0,8.0,26.0,8.0,10.0,10.0,0.0,17.0,21.0,25.0
37.0,9.0,8.0,25.0,8.0,10.0,10.0,0.0,17.0,21.0,35.0
38.0,8.0,8.0,25.0,8.0,10.0,10.0,0.0,16.0,21.0,35.0
39.0,8.0,8.0,35.0,8.0,10.0,10.0,0.0,16.0,31.0,34.0
40.0,8.0,8.0,35.0,8.0,10.0,10.0,0.0,16.0,30.0,33.0
41.0,8.0,8.0,35.0,8.0,10.0,10.0,0.0,16.0,28.0,33.0
42.0,7.0,8.0,35.0,8.0,10.0,10.0,0.0,16.0,28.0,32.0
43.0,7.0,8.0,34.0,8.0,10.0,10.0,0.0,16.0,27.0,32.0
44.0,6.0,8.0,33.0,8.0,10.0,10.0,0.0,16.0,27.0,32.0
45.0,6.0,7.0,33.0,8.0,10.0,10.0,0.0,16.0,26.0,32.0
46.0,6.0,7.0,33.0,8.0,10.0,10.0,0.0,16.0,26.0,32.0
47.0,6.0,7.0,33.0,8.0,10.0,10.0,0.0,16.0,26.0,31.0
48.0,6.0,7.0,33.0,7.0,10.0,10.0,0.0,16.0,26.0,31.0
49.0,6.0,7.0,33.0,7.0,10.0,10.0,0.0,15.0,26.0,31.0
50.0,6.0,7.0,43.0,7.0,10.0,10.0,0.0,15.0,25.0,30.0
51.0,6.0,7.0,43.0,7.0,8.0,20.0,0.0,15.0,35.0,30.0
52.0,6.0,7.0,43.0,7.0,8.0,20.0,10.0,15.0,34.0,30.0
53.0,6.0,7.0,43.0,6.0,8.0,20.0,10.0,14.0,34.0,30.0
54.0,6.0,7.0,42.0,6.0,8.0,20.0,10.0,14.0,34.0,30.0
55.0,6.0,7.0,41.0,6.0,8.0,20.0,10.0,14.0,33.0,30.0
56.0,6.0,7.0,41.0,6.0,8.0,20.0,10.0,14.0,32.0,29.0
57.0,6.0,17.0,41.0,6.0,8.0,20.0,10.0,14.0,32.0,29.0
58.0,6.0,16.0,41.0,6.0,8.0,20.0,20.0,14.0,32.0,29.0
59.0,6.0,16.0,41.0,6.0,8.0,20.0,19.0,13.0,42.0,29.0
60.0,6.0,16.0,41.0,6.0,8.0,18.0,19.0,13.0,42.0,28.0
61.0,5.0,16.0,41.0,6.0,8.0,18.0,19.0,13.0,41.0,28.0
62.0,5.0,16.0,41.0,6.0,8.0,18.0,19.0,13.0,41.0,38.0
63.0,5.0,16.0,39.0,6.0,7.0,18.0,18.0,13.0,41.0,38.0
64.0,5.0,16.0,39.0,6.0,7.0,18.0,18.0,12.0,41.0,38.0
65.0,5.0,16.0,38.0,6.0,17.0,18.0,18.0,12.0,41.0,38.0
66.0,5.0,16.0,38.0,6.0,17.0,18.0,18.0,12.0,40.0,37.0
67.0,5.0,16.0,38.0,6.0,17.0,18.0,18.0,12.0,40.0,37.0
68.0,5.0,16.0,38.0,6.0,17.0,18.0,18.0,12.0,40.0,37.0
69.0,5.0,16.0,38.0,6.0,17.0,28.0,18.0,12.0,40.0,37.0
70.0,15.0,16.0,38.0,6.0,17.0,28.0,17.0,12.0,40.0,36.0
71.0,15.0,16.0,36.0,6.0,17.0,28.0,17.0,12.0,39.0,36.0
72.0,15.0,15.0,36.0,6.0,17.0,28.0,17.0,12.0,39.0,36.0
73.0,25.0,14.0,36.0,6.0,17.0,28.0,17.0,12.0,38.0,46.0
74.0,25.0,14.0,36.0,6.0,17.0,28.0,17.0,12.0,38.0,45.0
75.0,24.0,13.0,36.0,6.0,16.0,27.0,17.0,12.0,38.0,45.0
76.0,24.0,13.0,35.0,6.0,16.0,27.0,27.0,12.0,38.0,44.0
77.0,24.0,13.0,35.0,6.0,16.0,27.0,27.0,11.0,48.0,44.0
78.0,24.0,13.0,35.0,6.0,16.0,35.0,27.0,11.0,48.0,44.0
79.0,24.0,13.0,35.0,6.0,16.0,35.0,27.0,11.0,48.0,44.0
