"Time","S1 (cascade/1_3, 1)","S1 (cascade/1_3, 10)","S1 (cascade/1_3, 2)","S1 (cascade/1_3, 3)","S1 (cascade/1_3, 4)","S1 (cascade/1_3, 5)","S1 (cascade/1_3, 6)","S1 (cascade/1_3, 7)","S1 (cascade/1_3, 8)","S1 (cascade/1_3, 9)"
1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0
14.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0
15.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
16.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
17.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
18.0,6.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
19.0,6.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0
20.0,6.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0
21.0,6.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0
22.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0
23.0,5.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0
24.0,5.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0
25.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
26.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
27.0,5.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,10.0
28.0,4.0,0.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,9.0
29.0,4.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0
30.0,4.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
31.0,4.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
32.0,2.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0
33.0,2.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
34.0,2.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
35.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0
36.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0
37.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0
38.0,11.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0
39.0,10.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0
40.0,10.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0
41.0,9.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0
42.0,9.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
43.0,9.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
44.0,9.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
45.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
46.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
47.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
48.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
49.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
50.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
51.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
52.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
53.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
54.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
55.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
56.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0
57.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0
58.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0
59.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
60.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
61.0,3.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
62.0,3.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
63.0,3.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
64.0,3.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
65.0,3.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
66.0,3.0,7.0,0.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0
67.0,2.0,6.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0
68.0,2.0,6.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,10.0
69.0,2.0,6.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,9.0
70.0,1.0,6.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,9.0
