"Time","S0 (cascade/2_3, 1)","S0 (cascade/2_3, 10)","S0 (cascade/2_3, 2)","S0 (cascade/2_3, 3)","S0 (cascade/2_3, 4)","S0 (cascade/2_3, 5)","S0 (cascade/2_3, 6)","S0 (cascade/2_3, 7)","S0 (cascade/2_3, 8)","S0 (cascade/2_3, 9)"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,10.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,10.0
10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,10.0
11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,10.0
12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,10.0
13.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,28.0,10.0
14.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,9.0,37.0,10.0
15.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,19.0,37.0,20.0
16.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,19.0,36.0,20.0
17.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,18.0,36.0,20.0
18.0,0.0,10.0,0.0,0.0,0.0,18.0,0.0,28.0,36.0,20.0
19.0,0.0,10.0,0.0,0.0,0.0,28.0,0.0,28.0,36.0,19.0
20.0,0.0,10.0,0.0,0.0,0.0,28.0,0.0,27.0,35.0,19.0
21.0,0.0,10.0,0.0,0.0,0.0,27.0,0.0,27.0,35.0,19.0
22.0,0.0,20.0,0.0,0.0,0.0,27.0,0.0,27.0,35.0,19.0
23.0,0.0,20.0,0.0,0.0,0.0,27.0,0.0,36.0,34.0,18.0
24.0,0.0,20.0,0.0,0.0,0.0,27.0,0.0,36.0,43.0,18.0
25.0,0.0,20.0,0.0,0.0,0.0,27.0,0.0,36.0,42.0,18.0
26.0,0.0,20.0,0.0,0.0,0.0,27.0,0.0,36.0,40.0,18.0
27.0,0.0,20.0,0.0,0.0,10.0,26.0,10.0,36.0,40.0,17.0
28.0,0.0,20.0,0.0,0.0,10.0,26.0,10.0,36.0,40.0,17.0
29.0,0.0,20.0,0.0,0.0,10.0,25.0,10.0,36.0,40.0,17.0
30.0,0.0,30.0,0.0,0.0,10.0,24.0,10.0,36.0,39.0,17.0
31.0,0.0,30.0,0.0,0.0,10.0,23.0,10.0,36.0,39.0,17.0
32.0,0.0,30.0,0.0,0.0,10.0,23.0,10.0,35.0,39.0,17.0
33.0,0.0,30.0,0.0,0.0,10.0,23.0,10.0,35.0,38.0,16.0
34.0,0.0,30.0,0.0,10.0,10.0,23.0,10.0,35.0,38.0,16.0
35.0,10.0,30.0,0.0,10.0,10.0,23.0,10.0,34.0,38.0,15.0
36.0,10.0,29.0,0.0,10.0,9.0,23.0,10.0,34.0,38.0,15.0
37.0,9.0,39.0,0.0,10.0,9.0,23.0,10.0,34.0,37.0,14.0
38.0,8.0,39.0,0.0,10.0,8.0,23.0,10.0,34.0,37.0,13.0
39.0,8.0,48.0,0.0,10.0,8.0,23.0,20.0,34.0,37.0,13.0
40.0,8.0,48.0,0.0,10.0,8.0,23.0,20.0,34.0,37.0,13.0
41.0,8.0,48.0,0.0,10.0,8.0,21.0,20.0,34.0,36.0,13.0
42.0,7.0,48.0,0.0,10.0,8.0,21.0,20.0,33.0,35.0,13.0
43.0,7.0,48.0,0.0,10.0,8.0,21.0,20.0,33.0,34.0,13.0
44.0,6.0,48.0,0.0,10.0,8.0,21.0,20.0,33.0,34.0,13.0
45.0,6.0,48.0,0.0,10.0,17.0,21.0,19.0,33.0,34.0,13.0
46.0,6.0,48.0,0.0,9.0,17.0,21.0,19.0,32.0,34.0,13.0
47.0,6.0,48.0,0.0,9.0,17.0,21.0,19.0,31.0,34.0,23.0
48.0,6.0,48.0,0.0,9.0,17.0,31.0,19.0,30.0,34.0,22.0
49.0,6.0,48.0,0.0,9.0,16.0,31.0,19.0,29.0,34.0,22.0
50.0,6.0,48.0,0.0,9.0,16.0,31.0,19.0,29.0,34.0,22.0
51.0,6.0,48.0,0.0,9.0,16.0,31.0,19.0,29.0,34.0,22.0
52.0,6.0,48.0,0.0,9.0,15.0,31.0,19.0,28.0,34.0,22.0
53.0,6.0,48.0,0.0,9.0,15.0,31.0,29.0,28.0,42.0,22.0
54.0,6.0,48.0,0.0,9.0,15.0,30.0,28.0,28.0,42.0,22.0
55.0,6.0,48.0,0.0,9.0,14.0,30.0,28.0,28.0,42.0,22.0
56.0,6.0,48.0,0.0,9.0,14.0,30.0,28.0,28.0,42.0,22.0
57.0,6.0,46.0,10.0,9.0,14.0,30.0,28.0,28.0,42.0,22.0
58.0,6.0,45.0,10.0,8.0,14.0,39.0,28.0,28.0,42.0,22.0
59.0,6.0,45.0,10.0,8.0,13.0,39.0,27.0,28.0,40.0,32.0
60.0,6.0,45.0,10.0,8.0,13.0,39.0,27.0,27.0,40.0,31.0
61.0,5.0,45.0,10.0,18.0,13.0,38.0,27.0,27.0,40.0,41.0
62.0,5.0,45.0,10.0,18.0,13.0,38.0,27.0,27.0,40.0,40.0
63.0,5.0,44.0,10.0,28.0,13.0,38.0,27.0,27.0,40.0,40.0
64.0,5.0,44.0,10.0,28.0,23.0,38.0,27.0,27.0,40.0,40.0
65.0,5.0,44.0,10.0,27.0,22.0,38.0,27.0,27.0,40.0,40.0
66.0,5.0,43.0,10.0,27.0,21.0,38.0,26.0,27.0,40.0,40.0
67.0,5.0,42.0,10.0,27.0,21.0,37.0,26.0,27.0,39.0,40.0
68.0,5.0,42.0,10.0,27.0,21.0,37.0,26.0,27.0,39.0,40.0
69.0,5.0,42.0,10.0,27.0,21.0,36.0,26.0,27.0,39.0,40.0
70.0,15.0,42.0,20.0,27.0,21.0,36.0,25.0,27.0,39.0,40.0
71.0,15.0,42.0,20.0,27.0,21.0,35.0,25.0,27.0,39.0,40.0
72.0,15.0,41.0,19.0,27.0,21.0,35.0,25.0,26.0,39.0,39.0
73.0,25.0,41.0,19.0,27.0,21.0,35.0,25.0,26.0,38.0,39.0
74.0,25.0,41.0,19.0,27.0,21.0,35.0,25.0,26.0,38.0,39.0
75.0,24.0,41.0,19.0,27.0,21.0,35.0,25.0,26.0,38.0,39.0
76.0,24.0,41.0,19.0,26.0,21.0,35.0,25.0,26.0,38.0,39.0
77.0,24.0,40.0,19.0,26.0,21.0,45.0,25.0,26.0,38.0,39.0
78.0,24.0,38.0,19.0,26.0,21.0,44.0,25.0,26.0,38.0,39.0
79.0,24.0,38.0,19.0,26.0,21.0,43.0,24.0,26.0,38.0,39.0
80.0,24.0,37.0,19.0,26.0,21.0,53.0,23.0,26.0,38.0,39.0
81.0,24.0,37.0,19.0,25.0,21.0,52.0,23.0,25.0,38.0,38.0
82.0,24.0,37.0,19.0,25.0,21.0,51.0,23.0,25.0,38.0,38.0
83.0,24.0,37.0,19.0,25.0,21.0,48.0,23.0,25.0,35.0,38.0
84.0,24.0,37.0,19.0,35.0,21.0,47.0,23.0,25.0,35.0,38.0
85.0,24.0,36.0,28.0,35.0,21.0,47.0,23.0,24.0,35.0,38.0
86.0,24.0,35.0,28.0,35.0,21.0,46.0,23.0,24.0,35.0,38.0
87.0,22.0,34.0,38.0,34.0,21.0,45.0,22.0,24.0,34.0,38.0
88.0,22.0,44.0,37.0,34.0,21.0,45.0,22.0,24.0,34.0,38.0
89.0,22.0,44.0,36.0,34.0,21.0,45.0,22.0,24.0,34.0,38.0
90.0,22.0,44.0,36.0,34.0,21.0,45.0,22.0,24.0,44.0,38.0
91.0,22.0,53.0,36.0,34.0,21.0,44.0,22.0,24.0,44.0,38.0
92.0,19.0,53.0,36.0,34.0,21.0,44.0,22.0,24.0,54.0,38.0
93.0,18.0,52.0,36.0,34.0,19.0,44.0,22.0,33.0,54.0,38.0
94.0,18.0,52.0,36.0,33.0,19.0,44.0,22.0,33.0,53.0,38.0
95.0,18.0,52.0,36.0,33.0,29.0,44.0,22.0,43.0,53.0,38.0
96.0,18.0,52.0,36.0,31.0,29.0,44.0,21.0,53.0,53.0,38.0
97.0,18.0,51.0,36.0,31.0,29.0,44.0,21.0,53.0,52.0,37.0
98.0,17.0,51.0,35.0,31.0,39.0,44.0,21.0,53.0,52.0,37.0
99.0,27.0,51.0,34.0,41.0,39.0,44.0,21.0,52.0,52.0,36.0
100.0,27.0,51.0,34.0,40.0,39.0,44.0,21.0,51.0,52.0,36.0
101.0,27.0,51.0,34.0,40.0,39.0,43.0,20.0,50.0,52.0,36.0
102.0,27.0,51.0,34.0,40.0,39.0,43.0,20.0,48.0,52.0,36.0
103.0,27.0,50.0,34.0,40.0,37.0,43.0,20.0,48.0,52.0,35.0
104.0,27.0,50.0,33.0,40.0,37.0,43.0,20.0,46.0,50.0,34.0
105.0,27.0,50.0,42.0,40.0,47.0,52.0,20.0,46.0,50.0,34.0
106.0,27.0,50.0,42.0,40.0,47.0,52.0,20.0,45.0,50.0,34.0
107.0,27.0,49.0,42.0,39.0,47.0,51.0,20.0,45.0,48.0,34.0
108.0,26.0,49.0,42.0,59.0,47.0,48.0,20.0,45.0,48.0,44.0
109.0,26.0,49.0,52.0,59.0,46.0,48.0,20.0,45.0,48.0,44.0
110.0,26.0,49.0,52.0,68.0,44.0,48.0,20.0,45.0,47.0,43.0
111.0,26.0,49.0,52.0,67.0,44.0,48.0,19.0,44.0,47.0,43.0
112.0,26.0,48.0,51.0,67.0,44.0,47.0,29.0,44.0,47.0,43.0
113.0,25.0,48.0,50.0,67.0,44.0,47.0,29.0,54.0,47.0,43.0
114.0,25.0,48.0,59.0,66.0,43.0,47.0,28.0,52.0,56.0,43.0
115.0,25.0,48.0,59.0,65.0,43.0,46.0,28.0,51.0,56.0,41.0
116.0,25.0,48.0,58.0,64.0,52.0,45.0,28.0,51.0,56.0,41.0
117.0,25.0,47.0,58.0,64.0,51.0,44.0,27.0,51.0,55.0,41.0
118.0,25.0,47.0,58.0,64.0,51.0,41.0,26.0,51.0,54.0,41.0
119.0,25.0,46.0,58.0,62.0,49.0,40.0,26.0,51.0,54.0,51.0
120.0,25.0,44.0,58.0,60.0,49.0,40.0,26.0,49.0,53.0,51.0
121.0,25.0,44.0,68.0,59.0,49.0,39.0,26.0,49.0,53.0,51.0
122.0,25.0,44.0,68.0,59.0,48.0,39.0,26.0,49.0,50.0,51.0
123.0,25.0,43.0,67.0,59.0,48.0,39.0,26.0,49.0,50.0,50.0
124.0,25.0,43.0,66.0,58.0,48.0,39.0,26.0,47.0,50.0,49.0
125.0,25.0,43.0,66.0,67.0,48.0,39.0,26.0,47.0,50.0,48.0
126.0,25.0,53.0,65.0,65.0,48.0,39.0,26.0,47.0,50.0,48.0
127.0,25.0,53.0,65.0,65.0,48.0,39.0,26.0,47.0,50.0,48.0
128.0,25.0,53.0,63.0,65.0,47.0,39.0,26.0,47.0,50.0,47.0
129.0,25.0,52.0,63.0,74.0,47.0,38.0,26.0,47.0,49.0,47.0
130.0,25.0,51.0,63.0,74.0,47.0,37.0,25.0,47.0,59.0,47.0
131.0,25.0,50.0,63.0,74.0,47.0,47.0,25.0,47.0,59.0,47.0
132.0,25.0,50.0,62.0,74.0,47.0,47.0,25.0,47.0,57.0,46.0
133.0,25.0,49.0,60.0,74.0,44.0,47.0,34.0,47.0,56.0,45.0
134.0,25.0,49.0,60.0,71.0,44.0,46.0,34.0,47.0,56.0,44.0
135.0,25.0,49.0,60.0,70.0,44.0,46.0,34.0,46.0,56.0,44.0
136.0,25.0,49.0,60.0,70.0,44.0,45.0,34.0,46.0,55.0,44.0
137.0,24.0,49.0,59.0,66.0,44.0,45.0,34.0,46.0,55.0,43.0
138.0,24.0,49.0,59.0,66.0,44.0,44.0,34.0,46.0,55.0,43.0
139.0,24.0,49.0,59.0,66.0,44.0,53.0,34.0,45.0,55.0,42.0
140.0,23.0,49.0,58.0,63.0,44.0,53.0,34.0,45.0,55.0,40.0
141.0,23.0,48.0,57.0,63.0,44.0,53.0,34.0,45.0,55.0,40.0
142.0,23.0,48.0,56.0,63.0,44.0,53.0,43.0,45.0,55.0,40.0
143.0,23.0,48.0,55.0,63.0,44.0,53.0,43.0,45.0,54.0,40.0
144.0,23.0,48.0,55.0,63.0,44.0,53.0,43.0,44.0,53.0,40.0
145.0,23.0,48.0,55.0,63.0,44.0,53.0,42.0,54.0,53.0,40.0
146.0,23.0,48.0,55.0,63.0,43.0,52.0,41.0,53.0,52.0,40.0
147.0,23.0,48.0,64.0,63.0,43.0,49.0,51.0,53.0,50.0,39.0
148.0,23.0,48.0,63.0,63.0,43.0,49.0,51.0,53.0,50.0,38.0
149.0,23.0,47.0,62.0,63.0,43.0,48.0,51.0,53.0,50.0,38.0
150.0,23.0,47.0,62.0,62.0,43.0,46.0,51.0,53.0,50.0,38.0
151.0,22.0,47.0,61.0,61.0,41.0,46.0,51.0,53.0,49.0,48.0
152.0,22.0,47.0,58.0,61.0,51.0,46.0,51.0,53.0,49.0,48.0
153.0,22.0,47.0,58.0,61.0,51.0,46.0,51.0,53.0,49.0,47.0
154.0,22.0,44.0,58.0,61.0,51.0,46.0,51.0,53.0,49.0,46.0
155.0,32.0,44.0,58.0,60.0,50.0,46.0,50.0,53.0,49.0,45.0
156.0,32.0,44.0,58.0,59.0,50.0,46.0,49.0,53.0,49.0,43.0
157.0,32.0,44.0,68.0,59.0,60.0,46.0,49.0,53.0,49.0,43.0
158.0,32.0,43.0,68.0,59.0,60.0,46.0,49.0,53.0,49.0,43.0
159.0,32.0,43.0,68.0,58.0,59.0,46.0,49.0,52.0,49.0,41.0
160.0,32.0,43.0,68.0,57.0,59.0,46.0,49.0,51.0,49.0,41.0
161.0,31.0,43.0,68.0,57.0,59.0,45.0,48.0,61.0,49.0,40.0
162.0,31.0,43.0,68.0,57.0,59.0,45.0,47.0,61.0,48.0,39.0
163.0,31.0,42.0,68.0,66.0,59.0,45.0,57.0,61.0,48.0,39.0
164.0,31.0,42.0,67.0,66.0,57.0,45.0,57.0,61.0,58.0,39.0
