"Time","S1 (cascade/1_2, 1)","S1 (cascade/1_2, 10)","S1 (cascade/1_2, 2)","S1 (cascade/1_2, 3)","S1 (cascade/1_2, 4)","S1 (cascade/1_2, 5)","S1 (cascade/1_2, 6)","S1 (cascade/1_2, 7)","S1 (cascade/1_2, 8)","S1 (cascade/1_2, 9)"
1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0
2.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0
3.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0
4.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0
5.0,19.0,16.0,0.0,0.0,0.0,0.0,10.0,9.0,8.0,0.0
6.0,18.0,15.0,0.0,0.0,0.0,0.0,10.0,9.0,7.0,0.0
7.0,16.0,24.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,0.0
8.0,16.0,23.0,0.0,0.0,0.0,0.0,10.0,7.0,6.0,0.0
9.0,16.0,21.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,0.0
10.0,14.0,20.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,0.0
11.0,14.0,19.0,0.0,0.0,0.0,0.0,19.0,5.0,6.0,0.0
12.0,13.0,17.0,0.0,0.0,0.0,0.0,18.0,5.0,6.0,0.0
13.0,11.0,16.0,0.0,0.0,0.0,0.0,17.0,5.0,6.0,0.0
14.0,8.0,16.0,0.0,0.0,0.0,0.0,17.0,5.0,16.0,10.0
15.0,7.0,16.0,0.0,0.0,0.0,0.0,17.0,5.0,15.0,10.0
16.0,7.0,16.0,0.0,0.0,0.0,0.0,17.0,4.0,15.0,10.0
17.0,6.0,16.0,0.0,0.0,0.0,0.0,17.0,4.0,15.0,10.0
18.0,6.0,15.0,0.0,0.0,0.0,10.0,17.0,4.0,14.0,10.0
19.0,6.0,15.0,0.0,0.0,0.0,9.0,16.0,13.0,13.0,9.0
20.0,6.0,14.0,0.0,0.0,0.0,8.0,15.0,12.0,13.0,8.0
21.0,6.0,13.0,0.0,0.0,0.0,7.0,15.0,12.0,13.0,8.0
22.0,5.0,11.0,0.0,0.0,0.0,7.0,15.0,12.0,12.0,8.0
23.0,5.0,10.0,0.0,0.0,0.0,7.0,14.0,11.0,10.0,7.0
24.0,5.0,10.0,0.0,0.0,0.0,7.0,13.0,11.0,9.0,7.0
25.0,5.0,10.0,0.0,0.0,0.0,7.0,12.0,10.0,9.0,6.0
26.0,5.0,9.0,0.0,0.0,0.0,6.0,10.0,10.0,9.0,6.0
27.0,5.0,9.0,0.0,10.0,0.0,6.0,10.0,20.0,9.0,6.0
28.0,4.0,8.0,0.0,9.0,0.0,6.0,10.0,18.0,8.0,3.0
29.0,4.0,7.0,0.0,9.0,0.0,6.0,10.0,16.0,7.0,3.0
30.0,4.0,6.0,0.0,9.0,0.0,6.0,9.0,15.0,7.0,3.0
31.0,4.0,6.0,0.0,9.0,0.0,5.0,9.0,13.0,7.0,3.0
32.0,2.0,6.0,0.0,9.0,0.0,5.0,8.0,13.0,6.0,3.0
33.0,2.0,6.0,0.0,9.0,0.0,5.0,8.0,13.0,6.0,3.0
34.0,2.0,6.0,0.0,9.0,0.0,5.0,8.0,12.0,6.0,3.0
35.0,2.0,6.0,0.0,9.0,0.0,5.0,7.0,10.0,5.0,3.0
36.0,2.0,6.0,0.0,8.0,0.0,5.0,6.0,20.0,5.0,3.0
37.0,12.0,5.0,0.0,8.0,0.0,5.0,6.0,18.0,5.0,3.0
38.0,11.0,5.0,0.0,8.0,0.0,5.0,6.0,17.0,5.0,3.0
39.0,10.0,4.0,0.0,8.0,0.0,5.0,6.0,16.0,5.0,3.0
40.0,10.0,3.0,0.0,7.0,0.0,5.0,5.0,14.0,5.0,3.0
41.0,9.0,3.0,0.0,7.0,0.0,5.0,5.0,14.0,5.0,3.0
42.0,9.0,3.0,0.0,7.0,0.0,3.0,5.0,13.0,4.0,2.0
43.0,9.0,3.0,0.0,7.0,0.0,3.0,5.0,13.0,4.0,2.0
44.0,9.0,3.0,0.0,7.0,0.0,3.0,5.0,12.0,4.0,2.0
45.0,8.0,2.0,0.0,6.0,0.0,3.0,5.0,12.0,3.0,2.0
46.0,8.0,2.0,0.0,5.0,0.0,2.0,5.0,21.0,3.0,2.0
47.0,8.0,2.0,0.0,5.0,0.0,2.0,3.0,31.0,2.0,2.0
48.0,8.0,2.0,0.0,5.0,0.0,2.0,3.0,28.0,2.0,2.0
49.0,8.0,1.0,0.0,5.0,0.0,2.0,3.0,26.0,2.0,2.0
50.0,8.0,1.0,0.0,5.0,0.0,2.0,3.0,23.0,1.0,2.0
51.0,8.0,1.0,0.0,4.0,0.0,2.0,3.0,31.0,1.0,2.0
52.0,6.0,1.0,0.0,4.0,0.0,2.0,3.0,29.0,1.0,2.0
53.0,5.0,1.0,0.0,4.0,0.0,2.0,3.0,29.0,1.0,2.0
54.0,4.0,1.0,0.0,3.0,0.0,2.0,3.0,27.0,1.0,2.0
55.0,4.0,1.0,0.0,3.0,0.0,2.0,3.0,27.0,1.0,1.0
56.0,4.0,1.0,0.0,2.0,0.0,2.0,3.0,26.0,1.0,1.0
57.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,25.0,1.0,1.0
58.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,24.0,0.0,11.0
59.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,24.0,0.0,11.0
60.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,24.0,0.0,11.0
61.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,22.0,0.0,10.0
62.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,21.0,0.0,10.0
63.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,20.0,0.0,9.0
64.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,20.0,0.0,8.0
65.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,19.0,0.0,7.0
66.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,19.0,0.0,6.0
67.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,19.0,0.0,5.0
68.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,19.0,0.0,5.0
69.0,2.0,0.0,0.0,11.0,0.0,1.0,2.0,19.0,0.0,5.0
70.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0,17.0,0.0,5.0
71.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,16.0,0.0,5.0
72.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,13.0,0.0,15.0
73.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,13.0,0.0,14.0
74.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,12.0,0.0,14.0
75.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,14.0
76.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,14.0
77.0,2.0,0.0,0.0,6.0,10.0,0.0,0.0,12.0,0.0,10.0
78.0,1.0,0.0,0.0,6.0,9.0,0.0,0.0,12.0,0.0,10.0
79.0,1.0,0.0,0.0,6.0,9.0,0.0,0.0,11.0,0.0,9.0
80.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,11.0,0.0,9.0
81.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,11.0,0.0,9.0
82.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,9.0,0.0,8.0
83.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,7.0
84.0,1.0,9.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,7.0
85.0,1.0,9.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,5.0
86.0,1.0,8.0,0.0,5.0,5.0,0.0,0.0,9.0,0.0,5.0
87.0,1.0,8.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,5.0
88.0,1.0,8.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,5.0
89.0,1.0,8.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,4.0
90.0,1.0,8.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,4.0
91.0,1.0,8.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,4.0
92.0,1.0,6.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,4.0
93.0,1.0,6.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,4.0
94.0,11.0,5.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,4.0
95.0,11.0,4.0,0.0,5.0,14.0,0.0,0.0,7.0,0.0,3.0
96.0,9.0,4.0,0.0,5.0,14.0,0.0,0.0,7.0,0.0,3.0
97.0,9.0,3.0,0.0,5.0,23.0,0.0,0.0,7.0,0.0,2.0
