"Time","S1 (cascade/2_3, 1)","S1 (cascade/2_3, 10)","S1 (cascade/2_3, 2)","S1 (cascade/2_3, 3)","S1 (cascade/2_3, 4)","S1 (cascade/2_3, 5)","S1 (cascade/2_3, 6)","S1 (cascade/2_3, 7)","S1 (cascade/2_3, 8)","S1 (cascade/2_3, 9)"
1.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
2.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
3.0,10.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0
4.0,10.0,0.0,0.0,20.0,0.0,20.0,10.0,0.0,0.0,20.0
5.0,10.0,0.0,0.0,20.0,0.0,30.0,10.0,0.0,0.0,20.0
6.0,10.0,0.0,0.0,20.0,0.0,30.0,10.0,10.0,0.0,20.0
7.0,10.0,0.0,0.0,20.0,0.0,29.0,10.0,10.0,0.0,20.0
8.0,10.0,0.0,0.0,20.0,0.0,29.0,10.0,10.0,0.0,20.0
9.0,10.0,0.0,0.0,20.0,0.0,29.0,10.0,10.0,0.0,20.0
10.0,20.0,0.0,9.0,20.0,0.0,29.0,10.0,10.0,0.0,20.0
11.0,30.0,0.0,9.0,20.0,0.0,39.0,10.0,9.0,0.0,20.0
12.0,30.0,0.0,9.0,20.0,0.0,39.0,10.0,9.0,0.0,20.0
13.0,30.0,0.0,9.0,19.0,0.0,39.0,10.0,9.0,0.0,20.0
14.0,30.0,0.0,9.0,19.0,0.0,39.0,9.0,9.0,0.0,20.0
15.0,30.0,0.0,9.0,19.0,0.0,39.0,9.0,9.0,0.0,20.0
16.0,30.0,0.0,9.0,19.0,0.0,39.0,9.0,9.0,0.0,20.0
17.0,29.0,0.0,9.0,19.0,0.0,39.0,9.0,9.0,0.0,20.0
18.0,29.0,0.0,9.0,19.0,0.0,38.0,9.0,9.0,0.0,19.0
19.0,29.0,0.0,9.0,19.0,0.0,37.0,9.0,9.0,0.0,18.0
20.0,29.0,0.0,19.0,19.0,0.0,37.0,9.0,9.0,0.0,18.0
21.0,28.0,0.0,19.0,19.0,0.0,37.0,9.0,9.0,0.0,18.0
22.0,27.0,0.0,19.0,19.0,0.0,36.0,9.0,9.0,0.0,18.0
23.0,27.0,0.0,19.0,19.0,10.0,36.0,9.0,9.0,0.0,18.0
24.0,27.0,0.0,18.0,19.0,10.0,36.0,9.0,9.0,0.0,18.0
25.0,27.0,0.0,18.0,19.0,10.0,36.0,9.0,9.0,0.0,17.0
26.0,27.0,0.0,18.0,19.0,10.0,36.0,9.0,9.0,0.0,17.0
27.0,27.0,0.0,18.0,19.0,10.0,36.0,9.0,9.0,0.0,17.0
28.0,27.0,0.0,18.0,19.0,10.0,36.0,9.0,9.0,0.0,17.0
29.0,25.0,0.0,18.0,18.0,10.0,36.0,9.0,9.0,0.0,16.0
30.0,25.0,0.0,18.0,18.0,10.0,36.0,9.0,9.0,0.0,16.0
31.0,25.0,0.0,18.0,18.0,10.0,35.0,9.0,9.0,0.0,16.0
32.0,25.0,0.0,18.0,18.0,10.0,35.0,9.0,9.0,0.0,16.0
