"Time","S2 (cascade/3_2, 1)","S2 (cascade/3_2, 10)","S2 (cascade/3_2, 2)","S2 (cascade/3_2, 3)","S2 (cascade/3_2, 4)","S2 (cascade/3_2, 5)","S2 (cascade/3_2, 6)","S2 (cascade/3_2, 7)","S2 (cascade/3_2, 8)","S2 (cascade/3_2, 9)"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
3.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
4.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
5.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
6.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
7.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0
8.0,0.0,10.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,10.0
9.0,0.0,10.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,10.0
10.0,0.0,10.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,10.0
11.0,0.0,10.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,10.0
12.0,0.0,10.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,10.0
13.0,0.0,9.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,10.0
14.0,0.0,9.0,10.0,0.0,0.0,19.0,10.0,0.0,0.0,10.0
15.0,0.0,9.0,10.0,10.0,0.0,19.0,10.0,0.0,0.0,10.0
16.0,0.0,9.0,10.0,10.0,0.0,19.0,10.0,0.0,0.0,10.0
17.0,0.0,9.0,10.0,10.0,0.0,19.0,10.0,0.0,0.0,10.0
18.0,0.0,9.0,10.0,10.0,0.0,19.0,10.0,0.0,0.0,10.0
19.0,0.0,9.0,10.0,10.0,0.0,19.0,10.0,0.0,0.0,10.0
20.0,0.0,9.0,10.0,10.0,0.0,19.0,10.0,0.0,0.0,10.0
21.0,0.0,9.0,10.0,10.0,0.0,19.0,10.0,0.0,0.0,10.0
22.0,0.0,9.0,10.0,10.0,0.0,19.0,9.0,0.0,0.0,10.0
23.0,0.0,9.0,10.0,10.0,0.0,19.0,8.0,0.0,0.0,10.0
24.0,0.0,9.0,9.0,10.0,0.0,19.0,18.0,0.0,0.0,10.0
25.0,0.0,9.0,9.0,10.0,0.0,19.0,18.0,0.0,0.0,10.0
26.0,0.0,9.0,9.0,10.0,0.0,18.0,18.0,0.0,0.0,10.0
27.0,0.0,9.0,9.0,10.0,0.0,18.0,18.0,0.0,0.0,10.0
28.0,0.0,9.0,9.0,10.0,0.0,18.0,17.0,0.0,0.0,10.0
29.0,0.0,9.0,9.0,10.0,0.0,18.0,16.0,0.0,0.0,20.0
30.0,0.0,9.0,9.0,10.0,0.0,18.0,14.0,0.0,0.0,20.0
31.0,0.0,9.0,8.0,10.0,0.0,18.0,14.0,0.0,10.0,19.0
32.0,0.0,9.0,17.0,10.0,0.0,18.0,14.0,0.0,10.0,19.0
33.0,0.0,9.0,17.0,20.0,0.0,18.0,13.0,0.0,10.0,19.0
34.0,0.0,9.0,16.0,20.0,10.0,18.0,13.0,0.0,10.0,19.0
35.0,0.0,9.0,16.0,20.0,10.0,18.0,13.0,0.0,10.0,19.0
36.0,0.0,8.0,16.0,20.0,10.0,18.0,13.0,10.0,10.0,18.0
37.0,0.0,8.0,16.0,20.0,10.0,17.0,13.0,10.0,10.0,18.0
