lasAHL_nM,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,100,100,100,100,100,100,100
Incubation_hours,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9
Plasmid = pL2f1433,58.39965747,47.10120115,43.418293,36.57898047,41.34793483,43.90626073,37.12564917,48.60441871,46.76371541,43.09152596,46.18596049,52.25338418,46.30109901,44.19326954,52.74686263,72.8502127,114.7156722,152.3049315,155.389106,165.5864357,130.5999817,52.18154473,219.3793097,625.0445386,978.8087175,1115.820012,1402.536523,1469.052573,51.22877594,447.5969209,1342.815729,1916.321197,2963.757965,2800.666654,3542.441243,52.53790465,499.6766847,1401.792626,1840.717649,2759.43849,1618.351881,2988.060471
Plasmid = pL2f1434,8.490216815,8.069339441,7.650310203,4.581277091,6.986248526,7.251473738,5.346236432,6.13829423,4.653912866,5.829727119,4.56321427,7.932487641,4.268258956,7.61509872,5.184933727,7.797445859,13.88353975,10.60878345,13.57486267,14.89761718,12.27893286,4.719029714,54.7677487,141.9249885,214.9114268,303.0915615,232.142014,319.7716405,5.548025965,189.8103257,694.0736777,1154.731904,1153.159697,1981.810222,1972.316847,6.303249729,370.8422404,1266.420078,1813.867268,2630.820778,2980.684934,2962.68827
Plasmid = pL2f1435,6.43415366,6.647066947,4.411746808,3.593029242,7.555640622,6.234915244,5.457878253,8.876965171,10.75629896,2.9065293,3.353530062,4.052261616,3.689864442,3.840753884,8.697729465,6.0151646,3.954699259,4.054307893,4.675163393,6.014957825,3.818060892,6.606270131,11.77769868,20.95029667,21.48021055,26.36899133,31.48481511,23.98353441,8.417677788,61.70611971,218.6219604,306.4218497,322.2701191,388.2162349,323.6772896,6.623591058,195.6007272,745.7447641,933.1082441,887.5567695,1057.946846,1281.004119
Plasmid = pL2f1436,5.690516039,5.733701184,4.700818836,4.20065919,3.845354303,6.623380326,6.145176035,6.506266173,4.824304394,3.561547862,4.603720292,6.377547866,5.04921034,4.754714596,6.790048481,6.083345612,1.142653754,4.442907677,3.24310346,4.723634311,5.821499065,5.545192106,4.767700426,4.755538858,4.402255909,3.710267361,3.323776208,3.755849873,5.430814564,6.181047664,7.420085288,5.384623994,4.274880236,6.904501592,7.285065197,7.33620552,6.926522978,9.59591924,11.09523256,10.57770833,9.904924878,14.34184014
Plasmid = pL2f1437,20.20489909,18.36254385,14.34528686,15.79287581,8.396438173,9.679903488,11.46255214,14.39779765,24.90961455,13.69090413,19.77967899,17.24104397,11.68811652,14.16713018,21.53555838,21.07352468,28.92069935,38.85622569,38.09228312,35.1454596,36.11991131,19.37825917,43.22278937,151.7127433,208.3185631,242.6055804,282.1844612,271.3288418,17.15455174,89.93162676,265.1777827,341.8285695,366.6409156,429.009195,564.4956948,19.7710488,123.853572,271.7490008,415.0233928,475.9859645,661.5110285,623.5086592
Plasmid = pL2f1438,4.112525596,2.290265698,3.749913561,1.694449534,1.388441046,1.800800843,1.968310573,3.843071508,3.310284665,2.095605,3.227397541,2.611786395,5.67032314,3.134720224,2.849337803,4.420244961,3.889149284,5.155247332,3.779129376,2.964402695,5.219740787,3.534689409,11.8194216,48.2421789,51.45591527,60.61266222,70.97611218,65.7359512,2.512567701,66.78117451,195.1691215,304.0751101,342.0550497,315.0528795,348.581835,4.98923345,100.1412032,306.486763,446.8020193,466.9994257,451.2505988,560.8928432
Plasmid = pL2f1439,2.102399974,10.93066537,3.230803469,2.227640582,4.402775602,3.421319926,1.872618843,1.534366197,9.39010244,7.762573226,8.598767439,3.118228647,1.385745115,5.156103091,4.176138482,6.669851436,8.707321337,3.962174058,0.856069501,5.040961958,3.966293867,11.11096445,8.119236473,6.940569813,-0.373497449,11.78037412,30.60123691,34.88944204,20.67620238,18.13059697,12.23165775,70.34514208,266.5069376,70.44291133,16.65038792,7.122419915,8.273407909,5.342234382,13.32394908,18.82679497,0.57251203,1.224454572
Plasmid = pL2f1440,4.072617411,2.899648775,2.801113305,2.305086421,2.155382876,2.372189278,1.322155831,3.6833713,1.12010145,1.484662183,2.883777485,1.706383964,0.909070772,1.796964501,2.822635934,1.961557234,2.58764132,1.183235369,1.717116116,2.099303198,1.775960347,1.862228882,1.848574185,2.337033671,2.169301574,2.409476788,1.662518378,-0.325949206,3.739604779,2.753355195,3.48946096,2.95127254,2.816283947,1.678485978,2.974082033,2.875071671,3.084516083,3.289569377,2.700150074,2.878869679,5.988432763,5.484897086
