lasAHL_nM,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,100,100,100,100,100,100,100
Incubation_hours,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9,0,1,2.25,3.3,4.3,5.6,6.9
Plasmid = pL2f1433,50.5601118,58.47648742,42.1400371,36.85392926,46.93747481,43.71602383,38.71788494,52.32529931,42.23042863,48.71042914,43.6568736,42.49373322,48.17775174,42.4538556,53.64302848,66.23186565,108.2003509,128.5095857,151.3906769,166.8464055,132.7512088,45.12238141,196.972554,691.6708304,1104.833234,1271.443784,1348.460959,1462.384408,49.14444802,434.0753897,1122.858979,1760.875797,2146.076125,2932.861366,3207.685711,54.28849583,539.8713627,1645.774548,2135.707929,2609.676194,2832.721771,2274.495692
Plasmid = pL2f1434,7.152167576,4.295725639,5.14827318,7.186843955,5.729046896,6.399048232,3.209020014,6.028073692,6.084853467,3.996004476,8.184892066,6.272983719,5.418860234,4.779563341,6.550165447,5.781352237,8.406646767,13.92227311,14.37704611,17.21332152,11.11213135,7.853216972,43.26348268,197.1863236,231.8844845,316.901572,218.7405046,284.7648707,6.361772435,232.8097393,834.4040604,1207.126714,262.3257156,1751.183242,1941.094492,7.425495727,304.9417727,1470.727866,1936.937451,2344.454353,2872.554732,2934.497705
Plasmid = pL2f1435,7.070563414,7.170865717,5.467557426,4.999199756,7.805664864,6.204947367,4.926114562,6.274737725,4.446797118,5.355858618,4.413852192,2.984728941,5.00320181,3.687569941,4.787196776,5.864763037,6.320805051,4.010066395,4.199931635,4.647728834,6.160270147,6.633931665,10.5840228,19.57196747,21.78232842,26.01588105,26.44046947,19.23434181,6.741977818,58.83157463,207.3175466,299.0319152,310.2436576,432.2708965,368.0109552,7.434992839,191.9465925,676.2591092,787.8630451,999.0498417,878.5956223,1348.197684
Plasmid = pL2f1436,5.814479193,4.902125922,7.298777659,5.299460387,6.537076448,8.164885488,4.558518157,5.116527902,7.145419072,6.155523703,2.983547826,6.521252967,3.291986918,6.497704116,5.633503117,5.162894859,2.790207955,5.395128443,6.879503578,5.609511917,5.418450322,5.889207194,5.487588293,5.934914019,6.46959247,4.110720885,4.089994576,2.722282001,5.579558076,4.580245601,5.272615057,9.066100569,3.149341312,8.165324709,4.982127741,5.694311705,8.161190672,11.91795058,7.611660679,12.4557741,10.70862286,11.24266583
Plasmid = pL2f1437,13.82893403,19.13371969,16.48998294,10.68751656,15.94648262,10.09477438,11.29558976,21.96566626,17.84406739,19.62518507,17.19551492,12.28286037,20.55622994,13.393606,20.38334782,18.21802397,29.57414846,30.79100675,40.32533174,38.4486093,32.98461364,16.81283546,44.79036663,132.0780744,202.9009701,248.9767395,287.3693428,254.8888668,18.11791,90.54266854,279.2533531,346.9551776,381.799523,435.4622315,429.4100479,20.69462473,119.8387839,346.1620271,387.7222083,393.3483018,512.9666322,557.5747037
Plasmid = pL2f1438,2.460094781,3.050006213,2.824715484,2.464873524,2.535813572,0.787251489,1.790203049,2.94313825,4.10864347,3.904959863,1.483095245,1.11272927,2.228249223,2.731523017,4.591386199,4.887351525,5.154434957,6.107528425,3.72161165,4.311953786,3.712972771,3.406517295,10.45346288,52.58638512,59.43242577,65.42711732,89.36976244,70.71770724,3.176743591,69.02613338,185.1388603,297.4806505,352.6643394,347.1145453,397.5962858,3.108265359,93.06667479,322.8353951,400.8740618,499.0599479,367.1455445,520.291689
Plasmid = pL2f1439,3.749318487,4.659392539,9.399701439,6.479867029,4.258739834,5.872636036,2.251589019,1.95273287,8.221181404,9.265756518,2.923606523,6.706091988,2.554964652,2.804310536,4.943430556,9.907499404,5.755509638,11.67912159,2.353047467,4.316177918,-0.467129759,-0.444339954,8.15322339,0.512240671,1.886568536,15.14147123,32.84084706,55.66524305,4.389307534,9.678333701,27.0460586,79.26187675,48.17949293,3.910820908,32.17207895,0.234095756,5.170082,5.918383593,21.56103333,8.768086782,1.197831204,0.551491568
Plasmid = pL2f1440,1.944721239,1.068927751,0.873172601,1.512662841,2.509826708,2.540712948,-0.47918379,4.192276098,1.317845708,0.918902978,0.834985287,2.496919522,2.636268199,0.77678081,3.165611755,4.623801933,3.305696602,2.315086607,2.649590744,2.51172916,1.140987857,2.911728946,4.085970695,2.417935904,2.864311495,1.140903315,2.042635264,1.651502467,2.21654431,2.93176106,7.013069355,4.170606504,1.225720616,2.764791869,1.319047488,1.758292476,4.822040831,5.433934131,9.190011393,5.037167483,4.488438897,5.452733053
