sizeFolder,iterFolder,trainSize,mcrTrain,fprTrain,fnrTrain,testSize,mcrTest,fprTest,fnrTest,runtime,t_t,x_t,c_t
60,11,120,0.0,0.0,0.0,1080,0.2833333333333333,0.03571428571428571,0.358695652173913,0.678475054,0.1,0.5,0.5
60,10,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.24166666666666667,0.039603960396039604,0.3204633204633205,0.532095558,0.1,0.5,0.5
60,18,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.31666666666666665,0.041666666666666664,0.3854166666666667,0.802369626,0.1,0.5,0.5
60,8,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.262037037037037,0.036101083032490974,0.33997509339975096,1.774067455,0.1,0.5,0.5
60,2,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.22592592592592592,0.02564102564102564,0.3072916666666667,1.133634458,0.1,0.5,0.5
60,16,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.2490740740740741,0.031141868512110725,0.32869785082174463,0.917917114,0.1,0.5,0.5
60,5,120,0.016666666666666666,0.03225806451612903,0.0,1080,0.28425925925925927,0.035856573705179286,0.3594692400482509,0.760363845,0.1,0.5,0.5
60,9,120,0.0,0.0,0.0,1080,0.31666666666666665,0.041666666666666664,0.3854166666666667,0.820153405,0.1,0.5,0.5
60,3,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.2824074074074074,0.03187250996015936,0.35826296743063935,0.819809457,0.1,0.5,0.5
60,14,120,0.0,0.0,0.0,1080,0.262037037037037,0.045936395759717315,0.33877038895859474,0.626582036,0.1,0.5,0.5
60,4,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.2574074074074074,0.03873239436619718,0.33542713567839194,0.627569182,0.1,0.5,0.5
60,6,120,0.008333333333333333,0.01639344262295082,0.0,1080,0.2324074074074074,0.04126984126984127,0.3111111111111111,0.608490569,0.1,0.5,0.5
60,7,120,0.0,0.0,0.0,1080,0.2833333333333333,0.05,0.3573170731707317,0.624495145,0.1,0.5,0.5
